,No.,Tweet,Label,Words,Notes,Contributor
782,783.0,@NonamePoetRubio the other was a farmers market on wheels. Everything in a produce section and cafeteria on wheels going from neighborhood to neighborhood 😂😂,Not Business,neighorhood,,
783,784.0,My first weekend as a part of the Artisan Collective Batavia at the Farmers' Market—3rd Saturdays - Come on buy and support local artists! https://t.co/jJH9dY8Rxj,Not Business,"collective, artists",,
784,785.0,Picked up some strawberries and asparagus at the Old Capital Farmers Market with Stella this morning. https://t.co/idA355jkU5,Not Business,"strawberries, asparagus",,
785,786.0,Saturday Morning at the Pleasantville Farmers Market  https://t.co/RpBX0gIU0d via @MoreTime2Travel https://t.co/cUJ3DGO23s,Not Business,,,
786,787.0,"Chantel will be in Michigan the second week of August performing solo at the Book Nook & Java Shop in Montague on August 10, and at the Muskegon Farmers Market the morning of August 11! If… https://t.co/EkHxyrgPjg",Not Business,permorming solo,,
787,788.0,A clear summer 2018 staple...Farmer's Markets! - See the complete list for #ChicagoNorthShore: https://t.co/GOP7tiopxI https://t.co/GOP7tiopxI,Not Business,,,
788,789.0,"Just a reminder, some of your favorite vendors may be in a different location tomorrow do to the GLT Summer Concert.  Be sure to check out the interactive map so you know where you need to go! https://t.co/6QA9hq7AEj",Not Business,"reminder, vendors, location, check out, map",business,
789,790.0,@PstafarianPrice @ChicagosMayor It's already a well used space. This is the Low-Line Farmers Market. https://t.co/RG3YEEqHpF,Not Business,,,
790,791.0,Happy #FarmersMarket Day! We’re here and ready for another successful year. We hope that you’re able to make it out today from now until 7 p.m. Stop by our table to get your “Healthy Recipes” card. This week’s recipe is Spring Lentil and Asparagus Tacos with Radish Sprouts. https://t.co/ArNjP7aw6M,Not Business,stop by our table,business,
791,792.0,"Today is HUNTLEY FARMERS MARKET & CRAFT FAIR at October 6, 2018 at 8:00 AM - 1:00 PM! https://t.co/LcNipm6sdY",Not Business,today is ,business,
792,793.0,"Little Me Play Studio will be hosting our Growing project from 9-11am on Saturday during the farmers market. Swing on by and see what they’re all about and have planned.  

Also, we will be taking sidewalk chalk donations!",Not Business,"donations, hosting, play studio",,
793,794.0,FARMERS MARKET: Naperville has three different farmers markets to choose from for those looking for fresh food and good fun. Here's the story: https://t.co/5GXr7vjScj,Not Business,"three different, choose, looking for, fresh",,
794,795.0,"If you are a summer soup lover, this farmers' market Corn and Potato Soup is for you! https://t.co/TebdOYOZJy",Not Business,"corn, potato",,
795,796.0,"Tomorrow, @PhysicsIllinois is bringing Science at the Market: Pollinators to the Farmers Market at Lincoln Square mall in Urbana. Learn more: https://t.co/JPJAPxJBB9",Not Business,"science, pollinators",,educators
796,797.0,"The #WickerPark #FarmersMarket: Where tomatoes, peaches and petitions are in season. 
(The signature collectors I spotted were there for @RahmEmanuel). TIP: To be valid, #Chicago residents can only sign the petitions of ONE of the dozen candidates running for mayor. Just one! https://t.co/6zkauys8cA",Not Business,"tomatoes, peaches, petitions, candidates ,mayor",,
797,798.0,I checked in at Fresh Thyme Farmers Market on #Yelp https://t.co/sHKCyq9xnH,Not Business,checked in,,
798,799.0,If you are going to the Farmers Market please remember to park legally. See attached link for parking info. #evanstonfarmersmarket   https://t.co/Q1fvpVtMHj,Not Business,park,,
799,800.0,Here's a tomato sauce recipe that you can make with all the tomatoes from your garden or the farmers market. https://t.co/qSfE6nTMMy,Not Business,tomato sauce,,
800,801.0,Join us tomorrow June 13th at Palos Heights Farmers Market! https://t.co/oIKAXdFTWL,Not Business,join us tomorrow,business,
801,802.0,I just couldn’t say away from Steph and more beir @ Soulard Farmers Market https://t.co/hPCgOn9UoU,Not Business,,,
802,803.0,Just spent $3 on a banana at the farmers market at LAX AMA,Not Business,banana spend $,,
803,804.0,Find us every Saturday at the Division St and the Lincoln Park #farmersmarket. #chicagodonuts https://t.co/eWjI8QvLXV,Not Business,find ut,business,
804,805.0,"Our friends from @BrewLimitless will be pulling up to our Sidewalk Farmers Market in Darien, this Saturday, with samples of cold brew coffee & their new lightly caffeinated sparkling water! Sip & shop from 12:30-3:30 😎 *Darien location only. 2141 W. 75th St https://t.co/wdSuFnP5LG",Not Business,,business,
805,806.0,Farmers Market @ St. John's Episcopal Church Tomorrow at 3:00 pm https://t.co/HWBGif1a9C via @PNdaily,Not Business,,business,
806,807.0,"HOW PROXIMITY MARKETING CAN HELP YOUR BUSINESS AT FARMERS MARKETS, CRAFT FAIRS AND FESTIVALS #askdrmemo #mobilemarketing #craftfair @askdrmemo https://t.co/uoGVvWRptm",Not Business,,,
807,808.0,"The Wicker Park Farmers Market kicks off today! Stop by and grab some bagels, cream cheese, and try @hotdougs Atomic Brobagel Dog available exclusively here. @WickerParkBuck https://t.co/IbzcTfHAUa",Not Business,"kicks off, stop by, grab some, available",business,
808,809.0,"The Historic Downtown Plainfield Farmers Market opens this Sunday, June 3 from noon to 4:00 PM! https://t.co/DUCWjfXwsv https://t.co/ha7bAPZhgP",Not Business,opens,business,
809,810.0,Andersonville Farmers Market - Week 16 - Last 8PM market! - https://t.co/xMgkJtKHKt https://t.co/tyhXQGqq4B,Not Business,last,business,
810,811.0,"PRESTO PESTO!!!Four for Four! FOUR Farmers Markets in FOUR days!! Ready, Set, GO!!!
Gluten Free Goodies for EVERYONE!!!
Come hungry! You wil be glad you did!!! 
Visit https://t.co/bLgvjrbGMm for our Farmers Market schedule https://t.co/zVWcHMF3Ns",Not Business,,business,
811,812.0,Our local Farmers Market Managing Organization (Pembroke Locally Grown) gives out a few egg laying chickens. Are yours! Except when the chicks becomes egg laying Hens. You have to give Locally Grown eggs or meat. This feeds local families.,Not Business,"feeds, local families",,
812,813.0,"Today's haul from the Redland Farmers Market in Deep South Dade County, plus a belly full of Mexican food and a strawberry-Key lime milkshake. https://t.co/ZdrT75jBhB",Not Business,,,
813,814.0,"@amosedale @slines @lawyer1mom @brendaslynn @Seaglass67 @NantucketGal @pacearly @ShiCooks @DoorHardwareLux @sandyconnolly @JLSchultheis A hard freeze last night. Off to farmers market with Hannah, coffee in hand.",Not Business,coffee,,
814,815.0,"Check out this week's enewsletter to find out what's happening at the August 4th Farmers' Market, https://t.co/uDUq9g4hxC https://t.co/uDUq9g4hxC",Not Business,check out,business,
815,816.0,We will be attending the Downtown Bloomington Farmers' Market tomorrow morning.  We had to miss many weeks and are looking forward to seeing everyone Saturday.  See you soon!,Not Business,"attending, looking forward to seeing",business,
816,817.0,"FARMERS MARKET TODAY 3-7! Restock your post-holiday supply of fresh fruit, veggies and lots more at the West Town Health Market near Division and Oakley. Triple Value Matching on all LINK transactions (up to $15). *In case of bad weather, the market will move to the NFC Gym.* https://t.co/EwpqvLFZlf",Not Business,"today, beggies",business,
817,818.0,Sunday morning at the Portage Park Farmers Market https://t.co/qlAwqfnT4t,Not Business,,,
818,819.0,"To ensure our guests have the freshest produce, we partner with local #Chicagoland farms and farmers markets to source our vegetables. Where's your favorite farmers market? 

#hearthrestaurant #evanston #healthyliving https://t.co/Lx8qv7eREh",Not Business,"source, freshest produce, begetables",,
819,820.0,"FARMERS MARKET TODAY! West Town Health Market is open every Thursday from 3-7 at Division and Oakley at Presence Saints Mary and Elizabeth Medical Center. Come on over and pick up your weekend produce, bread, eggs, meat and more! $3 for $1 SNAP/LINK matching! https://t.co/IDI6gXokyu",Not Business,"open every, come on over, pick up your",business,
820,821.0,"Farmers' markets season in Cape Girardeau kicks off today! The Cape Farmers' Market is open in the Macy's lot at West Park Mall until 5 p.m. today (Thursday). The Cape Riverfront Market starts on Saturday, May 5. https://t.co/Z1Lcm2JASi",Not Business,"open, kicks off today",business,
821,822.0,I’m ready to go to the farmers market,Not Business,,,
822,823.0,@Schwarzenegger How do u cut fish @JapanGov looking for nerves @PutinRF_Eng more clearly veins @HUDgov cook look white @DocYilk food borne illness. Farmers markets systems. Look off film buyers & sellers. Toxicology due because them junkies real junkies trafficking addicts addictions practices©,Not Business,"food borne illness, toxicology, practices",,
823,824.0,"Find fresh produce, local goods and more at a farmers market! There's one happening every day across the city & suburbs: https://t.co/IBcS1UcdQk #Chicago #ChicagoBestBets https://t.co/rESHTVRotW",Not Business,"fresh produce, local goods",business,
824,825.0,"During the summer, raspberries and other plump berries are at their peak of sweetness. On July 31st, pick some fresh raspberries at the farmers market, and help celebrate National Raspberry Cake Day. 
https://t.co/SCMG9I78u1
#RecipeSavants #NationalRaspberryCakeDay #Desserts https://t.co/zn92JNshPl",Not Business,"raspberries, plump berries, sweetness,",business,
825,826.0,The Pekin Farmers Market is looking for volunteers to help on Market days this summer. Interested? Fill out an application here ---> https://t.co/Nyb6ZgD0Ec #PekinFarmersMarket,Not Business,"volunteers, applications",,
826,827.0,New scents available this Saturday at the @twincitymarket 8am-noon. All scents available in candles and wax melts. #soy #woodenwick #candles #waxmelts @ Twin City Farmers Market https://t.co/U54Hiv7TEu,Not Business,,business,
827,828.0,Just two dates left for musicians who want to play the farmers' market this season.  August 30 and September 5 are still available.  You will find the application here: https://t.co/pmCMHYIIq4,Not Business,"musicians, play",,
828,829.0,"@Manruss @robneyer “Now, it is time to add the avocados. Now, we very clearly asked for cinco, but there are only five in the bag from the farmers market. Was this a simple oversight, or is it just another example of a possible illegal staking a claim to something I earned? That’s for you to decide",Not Business,avocados,,
829,830.0,"Join us this afternoon at 2747 W. 63rd Street for jum'ah prayer. The khutbah begins promptly at 1 pm, and be sure to stick around for Fresh Beats & Eats Farmers Market immediately after from 2-6 pm! https://t.co/dPaWp0fMLs",Not Business,join us,business,
830,831.0,"Looking to spice up your meals with fresh produce from local farmers? Be sure to visit The Highland Park Farmers Market, which is happening today, September 18 from 3 PM – 7:30 PM, at the Harvest Bible Chapel Parking Lot, 1731 Deerfield Road... https://t.co/INDgJUIr4p https://t.co/kvwFziGI79",Not Business,happening today,business,
831,832.0,@BunkerRecipes D hopefully 🤞🏼 #savetimeless farmers markets are #timeless,Not Business,,,
832,833.0,"Planning a trip to the #OakPark Farmers' Market this Saturday? The Go Green Days special event continues this week with an interactive worm/soil display, seed potting for kids & more. The Market is held from 7 a.m. - 1 p.m. every Saturday. More info is at https://t.co/rMC0NhL447. https://t.co/fEUWp6TiQC",Not Business,held from every at,business,
833,834.0,Have you checked out the La Grange Farmers Market yet?! Every Thursday from 7am - 1pm take a tour visiting nearly 30 farmers and artisans with diverse specialty items. Visit the Market then visit us! #LaGrangeBiz #LaGrangeIL #LaGrangeFarmersMarket,Not Business,visit us!,business,
834,835.0,"No need to say ""come and get them while they're hot"" because we sell out so quick, they don't have a chance to cool down, here at the Hyde Park 61st Street Farmers Market @pleasanthousebakery @phpub https://t.co/cKRdphekuC https://t.co/enF9XvNikz",Not Business,"sell so quick, here at",business,
835,836.0,"Baseball Season is in full swing! I'm a mama first and I love watching my boys play!

I will not be attending the Jefferson St. Farmers Market Farmers Market this evening.

I will return with the best handmade goat... https://t.co/Yk4URmgehO",Not Business,,,
836,837.0,"Always a quick stop when here (@ Soulard Farmers Market in Saint Louis, MO) https://t.co/k1A0KJtYT0",Not Business,,,
837,838.0,"The fireworks may be exploding in the sky tomorrow, but the flavors will be exploding in your mouth when you shop for the 4th of July at the Champaign Farmers Market! We open this afternoon at 3:30 in the parking lot by Neil & Main in Downtown Champaign. https://t.co/OXq2hloZWb https://t.co/kwMtktOSC0",Not Business,we open at,business,
838,839.0,Cape Riverfront Market to close early Saturday due to heat https://t.co/wXFbIhpqLx https://t.co/DyzdxXxj8Z,Not Business,,,
839,840.0,Make sure you come see HEATHER'S HAUS at the farmers market today!,Not Business,you come see today!,business,
840,841.0,Taking inventory in my studio today while I watch the gallery. Come see me when you come to farmers market. Here until 2:00pm. @InsideOutCoop #buylocal #farmersmarket @ Inside Out:… https://t.co/o6PdkabVmM,Not Business,"come see me, here until",business,
841,842.0,"Once again @HalfAcreBeer is killin it with pizza and farmers market Wednesday, hopefully next time @darthhull @GueuzeyJen can join! 💯💯💯🍺🍺🍕🍕",Not Business,,,
842,843.0,"Come by the Deerfield Farmers Market this Saturday, July 28 for Kamishibai Storytelling. Meg Anthony, DPL Head of Youth Services, will share this traveling Japanese storytelling tradition. 

Storytimes at the Library tent will be 9:00-9:30 AM and 10:30-11:00 AM. #DeerfieldLibrary https://t.co/1iy2nqNdXO",Not Business,"come by this, will",business,
843,844.0,Opening day of the @EvanstonMarkets Farmers' Market is underway! Stop by through 1 p.m. and every Saturday in #Evanston @DowntwnEvanston  https://t.co/8HlkUY782L https://t.co/ncehsO9CMV,Not Business,"opening day, stop by through",business,
844,845.0,Are you ready for the The Hyde Park Farmers Market on June 7th?! https://t.co/90KKchlgQq,Not Business,,,
845,846.0,Planted a sunflower today I picked up at the farmers market yesterday. Looking forward to see how it does. #GreenThumb https://t.co/OLbYDI8tTL,Not Business,,,
846,847.0,Don't let the threat of rain scare you away from Saturday's Farmers' Market. Remember we are a Rain or Shine market. Click the link to the our E-newsletter to see which vendors will be at the... https://t.co/CSwhwhpejO,Not Business,,,
847,848.0,@LemontChamber Hey!  Remember when you had a Farmers Market?  Why did you get rid of that?,Not Business,,,
848,849.0,"My timeline has been kind of intense lately, so here are some nice photos I took at the farmers market on my way home. Enjoy! https://t.co/CH60htKscm",Not Business,nice photos,,
849,850.0,"Stop by & see the Center for Women's Health tonight at the Illinois Products Farmers' Market till 7 p.m. @LincolnLand Culinary is also here passing out samples of this week's recipe, ""Stuffed Pepper Soup""! #Farmersmarket #springfield https://t.co/9Tfl2LdkU2",Not Business,"stop by see, till",business,
850,851.0,"Antioch's Farmers Market
Published by Toni Rahn Galster · Just now · 
Our Farmers Market Schedule is as follows. There will be a Market on Thursday, August 9th, August 16th and August 23rd.... https://t.co/jgeEY8silS",Not Business,"just now, there will be",business,
851,852.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/16/2018  https://t.co/9TldZCAaO7,Not Business,"upcoming event, season",business,
852,853.0,"Mason loves scented soaps. It’s hard to get him to walk by a display without smelling each kind. 

I got him some at the farmers market. They had all kinds of novelty scents for children with names like “Monkey... https://t.co/jdTqKCZ3S1",Not Business,"loves scented soaps, children",,
853,854.0,@Venom0wl @AnUndineSoul I was up that direction today for the farmers market,Not Business,,,
854,855.0,"Come see us at the Old Capitol Farmers Market! We are at the corner of 4th and Adams. We have giveaways, recipe books and information about the St. John’s Children’s app. Don’t forget to enter for a chance to... https://t.co/CIkG5WtHIm",Not Business,come see us at,business,
855,856.0,"It might feel like summer tomorrow, but it will taste like fall at the Champaign Farmers Market with delicious ice cream flavors including pumpkin cheesecake and pumpkin spice latte! Find out what else is lined up: https://t.co/3Ofuc61o6X https://t.co/7SPBs01ep0",Not Business,"taste like, delicious flavors",,
856,857.0,"So, if like me, you were wondering why the House #FarmBill proposes radical changes like cutting CSP, the entire local food/ farmers market program, specialty crops, and organic certification cost share, this is why:

The language comes right from @RepublicanStudy Cmte https://t.co/4sxKaVaR56",Not Business,"local food, specialty crops, organic",,
857,858.0,beautiful flowers at the farmers market this morning☀️ https://t.co/nqFot9CKb3,Not Business,flowers,,
858,859.0,The Gurnee Farmers’ Market is back and better than ever! https://t.co/nDFJ4rIrM3,Not Business,better than ever,,
859,860.0,The Farmers' Market returns to @DowntwnEvanston this Saturday at 7:30am! Up to 58 vendors will sell a variety of foods every Saturday through November 3 https://t.co/cApXnldp4f https://t.co/Og6jAw9tcC,Not Business,"returns to, will sell, a variety of foods",,
860,861.0,"Get your fall favorites with a visit to @SchaumburgIL #Farmersmarket. Open today (Oct. 19) until 1pm. Stop by Town Square (Roselle & Schaumburg roads) for fresh flowers, produce, baked goods and more! The market runs until the end of October. https://t.co/LKYDVw428u https://t.co/tubpHBnrT3",Not Business,"visit to until, stop by",business,
861,862.0,"It's almost Saturday morning and you know what that means... Fresh finds are waiting for you at area Farmer's Markets! https://t.co/eLJ8pfv3lh

#IllinoisProud #EnjoyIllinois https://t.co/zBGplQnv6Y",Not Business,fresh finds,,
862,863.0,Very impressed with the pizza from Langhe Market at the Logan Square Farmers Market. The dough is so light. Available at their shop on Thursday. https://t.co/ZZpHuy7Lz5 https://t.co/DGBdcFmOtY,Not Business,"impressed, available",,
863,864.0,@houndsofluv it's a farmers market day! but its rainy and cold so idk if anyone is there,Not Business,,,
864,865.0,"Farmers markets foster civic engagement. According the USDA AMS, more than 60% of farmers markets are managed by volunteers https://t.co/UKAACTlzku #farmersmarketweek",Not Business,"volunteers, managed, USDA",,
865,866.0,"""Everything that we sell today was picked yesterday"" - Chad Nichols, on the freshness of the produce at the farmers market https://t.co/NBgKgTEYzI",Not Business,"sell, freshnesses produce",,
866,867.0,"Calling all musicians! 🎸 Want to make a little cash and play @RiversdeFarmMkt ? Openings for: 8/15, 8/29, 9/5, 9/12, 9/19, 9/26, 10/3 & 10/10. Contact janicefoley@riversidelibrary.org for more info! #farmersmarket #livemusic",Not Business,"musicians, play",,
867,868.0,Officially spending my Saturday’s at farmers markets and Trader Joe’s. 🤷🏻‍♀️ adulting is cooooool,Not Business,,,
868,869.0,Bobby marketstall is handing out surplus bushels. Grab one now! https://t.co/rtNbQwsxvk,Not Business,"grab, surplus, handling",business,
869,870.0,I’m back! No longer “tent-less” and staying dry! Come down to Batavia Farmers Market and support local artisans! #batavia #bataviaartisancollective #mainstreetbatavia #farmersmarket #supportlocalart #supportsmallbusiness #jenkellerart #kellerkiddodesigns… https://t.co/Cli6iShN8Y https://t.co/mh7usEj2rn,Not Business,"back, come down to, artisans",,
870,871.0,The Pekin Farmers Market is looking for volunteers! Interested? Have questions? Visit our website or comment down below! https://t.co/Nyb6ZgD0Ec,Not Business,"volunteers, come down",,
871,872.0,"Recipe of the day: Farmer's Market Potato Salad
Be sure, of course, to get the veggies from today's farmers market. https://t.co/YA8jnQSfLS",Not Business,"potato, salad, beggies",,
872,873.0,@Michell90013145 @leaflee11 It's pretty much the only option available in Chicago near me outside of farmers markets open at difficult times. Now I have some research to do,Not Business,"only option, difficult times",,
873,874.0,"Hello, #farmersmarket week! August 5th - 11th is the time to find a farmers market near you, try new and local #foods and talk to the people who grew the food. Chat up your #farmers! https://t.co/MXH9SIulTq",Not Business,"is the time, try new and local",business,
874,875.0,"Today's Schedule of events includes the Roamer Car Show and Cruise Night, Labor Day Celebration, Farmers Market, Tenderloin Crawl, and the Streator History Walk. 

• Farmers Market 9 am to 1 pm at Streator City... https://t.co/CSP3Bsou9G",Not Business,"events, show, celebratin, history",,
875,876.0,Plainfield Farmers Market Returns To Downtown Plainfield https://t.co/ppUyrlGNu2,Not Business,returns to ,business,
876,877.0,Marquee at Block 37 apartments are steps from a seasonal farmers market https://t.co/nkJ9jruRrm,Not Business,steps from,,
877,878.0,@RandaBee What do you make with it? I need ideas. We have so much of it at the farmers markets around us.,Not Business,,,
878,879.0,"The first Sunflowers of Summer fresh from the farmers market this morning. 
#summer #flowers #garden #michaelryandesign #home #farmersmarket #Evanston #designhounds https://t.co/Ym48PPiGcL",Not Business,sunflowers,,
879,880.0,"Here's a recipe to try while there is plenty of fresh fruit at the farmers market! 
https://t.co/3Z98KLjNcE  #endlesssummer #recipe #foodwelove @bangbangpie https://t.co/JFnqMLoRnq",Not Business,plenty of fresh fruit,,
880,881.0,@thekapman Only cheese from a farmers market tho...,Not Business,only,,
881,882.0,update: i got strawberries and apple turnover at the farmers market and saw a BLACK CAT!!!!!!!!!!,Not Business,"strawberries, apple",,
882,883.0,"One of the many things we ❤️ about Elgin?...

The Farmer's Market on Friday afternoons! Anyone planning on going?! #Elgin

https://t.co/2AayJgE8LV https://t.co/2AayJgE8LV",Not Business,,,
883,884.0,"Sweet, white 🍑 peaches are white on the •inside•! No need to adjust your set, folks! (@ Downtown Bloomington Farmers' Market in Bloomington, IL) https://t.co/g5lngUJLJf https://t.co/WkrSgz069g",Not Business,"sweet, white peaches",,
884,885.0,I’ve taken up cooking in my 30s. I plan out 4 meals a week after going to the farmers market on Sunday. It’s been my favorite part of this year. https://t.co/wYiYrm05qv,Not Business,"meals, favorite",,
885,886.0,I can’t believe that summer is almost over haven’t been to the farmers market ONE TIME. Going to buy all of the flowers on Saturday morning.,Not Business,flowers,,
886,887.0,Farmers Market Roundup {2018} – With Printable Calendar! https://t.co/UDFj8tWJlB https://t.co/Dtg5EDw6tV,Not Business,,,
887,888.0,Vicki and Catherine will be at the Farmers’ Market this morning. https://t.co/xLdU19z3DG,Not Business,,,
888,889.0,Start shopping at your local #FarmersMarket to enjoy richer and more nutritious produce - https://t.co/DMJ6cUFwe7 https://t.co/bSazcrxzbc,Not Business,"local, richer, more nutritous",,
889,890.0,"The @NicholsFarm #FarmersMarket continues through Fall! Shop for fresh produce, fruit and more Thursdays through October 25th > https://t.co/cUafmRcmCv",Not Business,"continues through, shop for",business,
890,891.0,Setting up for SORA market downtown Wheaton IL French Farmers Market.  Hope to see you today 8-2pm 🍎 https://t.co/laXrsxOLww,Not Business,hope to see you,business,
891,892.0,"In celebration of National Farmers Market Week City Market and N End City Market are offering triple value on SNAP purchases up to $20.  Stop out 8.10 or 8.11 and take advantage of this great savings. Remember, both markets are conveniently located on RMTD bus routes.  c u there!",Not Business,SNAP,,
892,893.0,Best crepes at Division Street Farmers Market - Gotta B Crepes #crepes #chicago #farmersmarket #divisionstreet @ Division Street Farmers Market https://t.co/vAO5cEsqTV,Not Business,,,
893,894.0,"Tomorrow, get an early workout at The Hyde Park Farmers Market at 7a, then use your coupon to get fresh produce for a post workout smoothie! Register here https://t.co/LpZeQi3Lyt https://t.co/eAnvUVs19A",Not Business,coupon,,
894,895.0,Now is the time to stock up on Southern Que bbq sauce as you prepare for Labor Day. Come by Carbondale Farmers Market this weekend a grab a bottle or two.......or three. See you Saturday.,Not Business,"now is the time, come by, grab",,
895,896.0,"Tomorrow is our last full #FarmersMarket at #ElisCheesecake! Join us for music, cheesecake, grilled lunch and more! https://t.co/o7e23oOXVL",Not Business,music,,
896,897.0,anyone wanna come over for a dougie battle then go to the farmers market,Not Business,,,
897,898.0,"Frozen Lake Trout from Logan Square Farmers market on jasmine rice, simple quick sauté in olive oil, sal pepper and freshly squeezed lemon to punch up the goodness!",Not Business,,,
898,899.0,Prepped some books for release tonight! Stop by our #littlefreelibrary during the @HomewoodIL farmers market tomorrow and grab them while you can ☔️ 📚 #bookcrossing #thinkhomewood https://t.co/49ykqHh18l,Not Business,"stop by, grab",business,
899,900.0,@WOC1420am Baxter says he’s going to behave at the Freight House Farmers’ Market. #woof 🐕 https://t.co/dguJ6aOhpH,Not Business,,,
900,901.0,Farmers Market weekends are back! Give me alllll… https://t.co/niQkCAIGCB,Not Business,,,
901,902.0,"Seasonal sage green, detail heavy, double breasted, high waist short wool jacket for autumn outings to the pumpkin patch or local farmers market. #fallfashion #sagegreen #woolcoat… https://t.co/dC9EFKafOm",Not Business,pumkin,,
902,903.0,"Next Weeks ""It's Thursday Concert""  ""1976"" a 70's Rock and Roll Band. Music starts at 7:30 pm, Don't forget the Farmers Market is at the band shell now. Come for the Market and stay for the Music. https://t.co/UgMXwLPSUT",Not Business,"music, band",,
903,904.0,"Farmers Market Downtown Pekin.
SOIL, COCO, COMPOST SALE!!
Today only.",Not Business,"SALE, today only",business,
904,905.0,Quick Bites: Local farmers markets keep produce selections fresh: https://t.co/gwmjuwD0qE https://t.co/5kgo5grrtm,Not Business,keep produce selections fresh,,
905,906.0,It's farmer's market season in #Evanston. Meet some of this year's new vendors: https://t.co/tmHyE7o0J4,Not Business,meet vendors,,
906,907.0,Happy day! Farmers market back. https://t.co/Rjrp6i14SL,Not Business,back,business,
907,908.0,When did it become common to go to the local farmers market in Crystal Lake and discover that most all the produce was bought from farms far away? Corn from southern Georgia! Berries from Michigan!!,Not Business,"corn, berries, discover, bought far",,consumers
908,909.0,@John_Kass Farmers Market fruit vendors have the sweetest berries & peaches plums(not quite yet though you’ll ever taste. Michigan farmers already bringing several varieties of strawberries that are unrivaled by anything sold in a supermarket!,Not Business,"sweetest berries, peaches plums, varieties of strawberries",,
909,910.0,"Visit the new 95th Street Farmers Market today and every Thursday through Sept. 27, 3-7 p.m. at the 95th Street Library parking lot. Additional parking available at Neuqua Valley High School Freshman Center, southeast of the library on Cedar Glade Drive. https://t.co/tNlIKetxXy https://t.co/M6PJxaDsrh",Not Business,"parking, visit",business,
910,911.0,"Yesterday’s trip to the Farmer’s Market is today’s cinnamon roll for breakfast.
#Soulard #FarmersMarket #STL @ Soulard Farmers Market https://t.co/FNnp8kYPH1",Not Business,,,
911,912.0,"Thank you Joe Podlasek, Trickster Gallery and the Village of Schaumburg for your partnership @ComcastILLINOIS @JoePodlasek @SchaumburgIL @cspanbus was at Friday weekly Farmers Market. https://t.co/XazLwNr5ns",Not Business,,,
912,913.0,"Making fresh produce affordable for all patrons is a hallmark of the #OakPark Farmers' Market, which accepts SNAP/LINK cards and WIC and Senior coupons.
More info and details about the Market's double-value coupon program is at https://t.co/rMC0NhL447 under ""Payment Options."" https://t.co/5l657UTnBm",Not Business,"affordable, SNAP, coupon",,
913,914.0,Enjoy the bounty of the farmers market every week. Take a moment of time and enjoy picking out the best & freshest of vegetables to use in these simple and elegant recipes.  Our featured blog is full of tricks & recipes using the freshest ingredients. -- https://t.co/qxdK9CVTa7 https://t.co/XMUUQ8QnmZ,Not Business,"best, freshest vegetables",,
914,915.0,"A busy Thursday in Daley Plaza: Cook County Board President Toni Preckwinkle receives a big endorsement, while the farmers market comes to an end for the year. Hear both stories this afternoon on @WBBMNewsradio! https://t.co/KlvDBHtM6K",Not Business,,,
915,916.0,Farmers market is LIT,Not Business,,,
916,917.0,"You know what today is? Its Farmers Market eve, eve, eve..!!!

The season starts again this Thursday, 430 -730 pm. https://t.co/MbPicaXF94",Not Business,season starts again this,business,
917,918.0,"Boone County Health Department hosts farmers market, wellness fair https://t.co/dH9ztvcN98",Not Business,"health department, wellness",,
918,919.0,"ICYMI this week's #Evanston eNews features the Brummel Park Food Truck Fest & Starlight Concert, @ParkRecEvanston's World Arts & Music Festival, Downtown Evanston Farmers' Market recognition, @FJTheatre's next production and more! https://t.co/5pXXy6nOz3 https://t.co/K2XjJrl1jn",Not Business,,,
919,920.0,"Did you catch our newsletter yesterday? In case you missed it, you can find this Sunday's vendor line-up, seasonal items, job openings, and more below! https://t.co/crDgbXsxct",Not Business,,,
920,921.0,"It's National Farmers' Market Week!

https://t.co/AXg0NDkDUc https://t.co/AXg0NDkDUc",Not Business,,,
921,922.0,Just because you live in the #Chicago suburbs doesn't mean you have to miss out on #farmersmarket season. https://t.co/n0RWNa8AYF @CityofEvanston @DownersGroveVlg @CityofElmhurst @chicagobotanic @CityHPIL @vopnews @SchaumburgIL,Not Business,,,
922,923.0,@NoKidHungry | Christina School District's summer meal program expands to farmers market https://t.co/DUHz7KXwGq via @nwkpost,Not Business,"school, meal program",,
923,924.0,@HappilyNourishd Go to the farmers market and surprise fellow entrepreneurs 🌸,Not Business,entrepreneurs,,
924,925.0,"""You can catch the market Wednesdays and Saturdays from 8 a.m. to 12:30 p.m.

The market will also open for the moonlight market from 6 p.m. to 9 p.m. on May 16th.  ""
https://t.co/k3VZwJLboo https://t.co/k3VZwJLboo",Not Business,"catch, open for ",business,
925,926.0,Ride the trolley to City Market TONIGHT to celebrate Farmers Market Week. LINK triple value tonight $10=$30 @LInkUpIL @RockfordHousing https://t.co/gG6Pem1klp,Not Business,celebrate,,
926,927.0,"@bgg2wl @Karnythia There are so many farmers markets in food deserts, though... 🙄",Not Business,food deserts,,
927,928.0,"This is Tess, a previous intern that we were able to hire for a couple of months thanks to the Tyson grant @tysonfoods Her favorite part of her internship has been going to the farmers markets and learning all about the sustainable agriculture market. Sh… https://t.co/lXRJ45fG70 https://t.co/aTK9iEwjP3",Not Business,"intern, intership, sustainable agriculture",,
