,No.,Tweet,Label,Words,Notes,Contributor
690,691.0,Lake Barrington farmers market returns https://t.co/tKX2yVYqA3,Business,,Business,
691,692.0,"I'm at Division Street Farmers Market in Chicago, IL https://t.co/pALuu8PW5q https://t.co/9atJdXUOSE",Business,,Business,
692,693.0,We are at the Fox Lake Farmers Market today til 8:00. Come try a slice of the wood fired pan pizza! https://t.co/li3MqVa6Op,Business,,Business,
693,694.0,I bought my yogamat for .002 bitcoin at the farmers market.,economics,bitcoin,,
694,695.0,PHOTOS: Woodstock Farmer's Market opens for season https://t.co/56bLYhg0K3 https://t.co/77hQrwN2UP,Business,,Business,
695,696.0,The Andersonville farmers market only exists for cruising,environment,cruising,,
696,697.0,Take advantage of your local #FarmersMarket to get healthier fruits and veggies - https://t.co/QOTFbeIy4T https://t.co/t55hDRBZSx,Business,,Business,
697,698.0,Roselyn wants to share some Amber Grain Bushels with you in FarmVille! https://t.co/pFVKa4WoPk,Business,,Business,
700,701.0,"@SeattleEine @wisebread I've negotiated at flea markets before, but didn't know you can do that at farmers markets, thanks for the tip! #WBChat",economics,negotiated,,
701,702.0,"The 61st St. Farmer’s Market is indoors this Saturday, from 9am-2pm! Tour @10:30! @61market #diabetes #freshproduce 
https://t.co/E3qgZB352D",Business,,Business,
702,703.0,This Craft Nation has invaded! — at South Haven Farmers Market https://t.co/UFMWiu7T4n,Business,,Business,
704,705.0,#HealthTip: Choose your local farmers market to help out your local economy. https://t.co/HSX72mziAC https://t.co/X06nFKtvve,Business,,Business,
705,706.0,Some food stamp recipients may soon lose access to farmers market benefits https://t.co/gGfNJEspjG,economics,"lose, benefits, stamps",,
706,707.0,Grayslake Farmers' Market Tour: https://t.co/SXJznbtpkO via @YouTube,Business,,Business,
707,708.0,#michigan asparagus @ opening day of #Chicago #FarmersMarket season #localfood https://t.co/BaPU89huUX,Business,,Business,
708,709.0,Woodstock Farmers Market Summer Market Opening Soon https://t.co/iakgi2udNT,Business,,Business,
709,710.0,Perfect weather for The Hyde Park Farmers Market! #GetFreshThurs https://t.co/glT8KRRcH9,Business,,Business,
711,712.0,Again today at the awesome Ravenswood Farmers Market. Come for some refreshing cold brew and nitro. #blackfodder @ Ravenswood Farmers Market https://t.co/633LRvrSXX,Business,,Business,
712,713.0,#HealthTip: Visit your local #FarmersMarket to to be #healthy with fresher veggies. https://t.co/IiAI1BMdG7 https://t.co/BEA9eYAEHb,quality,"health, fresher",,
713,714.0,Opening day!! Come out to the parking lot next to First Baptist Church for the first day of the Main Street Farmers Market!!,Business,,Business,
714,715.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/9/2018  https://t.co/BeJBKEczrx,Business,,Business,
715,716.0,"Mike Felten has a show on 10/13/2018 at 10:00 AM @ Park Ridge Farmers Market in Park Ridge, IL https://t.co/Je9mpOTQ9X https://t.co/FXJ105SSSK",Business,,Business,
716,717.0,@plantchicago Farmers Market is underway.  Waffles anyone? @ Whiner Beer Company https://t.co/idK2JhBr5l,Business,,Business,
717,718.0,Village of Lake Barrington Farmers’ Market  Opens for 2018 Season https://t.co/98bEhK0fY7,Business,,Business,
718,719.0,"Stop by and see us at the Old Capitol Farmers Market! We are on the corner of Fourth and Adams streets. You can enter for a chance to win a NutriBULLET Pro, nine-piece set; two 24-oz. Tervis Tumblers; two Yeti... https://t.co/Ka4hBaagt2",Business,,Business,
719,720.0,"Tomorrow's Concert ""28 Days"" music starts at 7:30 pm at the William E. Brook Entertainment Center, 900 Skidmore, Antioch.
Don't forget about the Farmers Market, at the bandshell. 3:00 pm - 7:00 pm 
Come to the Market, Stay for the Music. https://t.co/gDJSsT4cXW",Business,,Business,
720,721.0,"Get on over to @Northcenter to visit their #farmersmarket! Find out more info in the StreetWise Farmer's Market Guide, OUT NOW! https://t.co/vEUisCnCXX",Business,,Business,
721,722.0,"Back in the Bay, cherries from the farmers market, Anchor steam and a clam chowder (not pictured)...what more do you need?.....a placement! https://t.co/CWF4pSpOqk",availability,cherries,,
722,723.0,"Farmers’ Market farmers know how to treat their animals. At the market, you’ll find meats, eggs, and cheeses that come from animals who have grazed on green grass and eaten natural diets. Animals who are free of... https://t.co/0Wwg7g7kfb",availability,"animals, meats, eggs, cheeses",,
725,726.0,Today was an amazing showing for peace villages first ever farmers market!@mcl_katiekunkel @mcl_katiekunkel @bethebenchmark https://t.co/k178qWy0wf,environment,show,,
726,727.0,"We went to visit the Low-line farmers market this evening to see our friends @farinataproject and cookieyumchi   
.
We were hopeful to be able to participate in the market this summer too,… https://t.co/6NgHbGFPAR",environment,"visit, see friends",,
729,730.0,"The annual Friends of the Farmers' Market recruitment night is set for 7:30-8:30 pm next Tues., May 8 at @oakparklibrary. This informal orientation session is intended for anyone interested in volunteering/learning more about the #OakPark Farmers' Market. https://t.co/mIGxkAVIUZ https://t.co/SWVOUETOFz",environment,"volunteering, learning, recruitment, friends",,
731,732.0,"Sometimes less is more, like with these sweet potatoes for theme 6 of the food photography challenge for @TLPlantation | I found these guys at the Andersonville farmers market and was… https://t.co/2fwniBXZL5",availability,sweet potatoes,,
735,736.0,"Read Wicker Park Farmers Market: Vendors, Transit, Parking https://t.co/unizgcxOLF #albanypark",convenience,"transit, parking",,
738,739.0,Today's CSA box came with the deliciously rare 'U'cumber. #CSA #FarmersMarket https://t.co/FQ6PZJKlVK,availability,"deliciously, cumber",,
740,741.0,I went to my first farmers market today and this is 100% true. So many good doggos today https://t.co/L82t183Shr,quality,true. ,,
743,744.0,"I never knew this location existed until now. What a cute farmers market! #SundayFunday #MothersDay (@ Logan Square Farmers Market in Chicago, IL w/ @markprad) https://t.co/7JnTUAD1Wk",environment,cute,,
744,745.0,"Just missed dad and that baby smh (@ Beverly Farmers Market in Chicago, IL) https://t.co/zw4MhN0bqB",environment,"dad, baby",,
745,746.0,"@dblOneg @larry_earle @SenSanders Well, lucky you. Our farmers market is more expensive than the grocery store.",economics,more expensive,,
746,747.0,"I made farmers market brunch: German butterball potato pancakes, fried okra and frizzled eggs (browned butter & crispy sage) https://t.co/gULswCCQP0",availability,"potato, okra",,
747,748.0,".@EILEENFISHERNY is having a Fall Event on Saturday 9/15. Along with $30 OFF of $50 Coupon (SOME EXCLUSIONS APPLY), they will be hosting a mini Farmers Market with @wchproduce! They will be in the store from 10-12pm to help usher in #Fall. @chicagobotanic https://t.co/yxHTiGVreW",environment,"event, coupon",,
749,750.0,"peter_joffrion: RT FarmAid: It's #NationalFarmersMarketWeek and we're celebrating by sharing facts about how shopping at farmers markets can impact family farmers and your community as a whole.  👩‍🌾👨‍🌾

43% of farmers at farmers markets have been far… https://t.co/38NbnYddkz",environment,"community, family",,
750,751.0,"Today we celebrate #NationalFarmersDay, but frankly, the American Farmer and the farmers in the 2nd Illinois Congressional District should be celebrated every day. Thank a farmer today. You can start by shopping at one of the many Farmers' Markets throughout #IL2. https://t.co/lKsmGm5oB1",environment,celebrated,,
756,757.0,"Come on out to the Riverside Farmers' Market, say hello, grab some hot or cold coffee & check out all the amazing vendors. 

Every Wednesday 2:30-7PM
June 6 - Oct 10
10 Pine Avenue
(Centennial Plaza near the Historic Water Tower) @RiversdeFarmMkt #dripcoffee #pourover #coldbrew https://t.co/AHbxLht62S",environment,"amazing vendors, coffee",business,
757,758.0,"Oak Park-area volunteers are hitting the farmers market every week to build support for a 100% clean energy economy. Sign up  to help collect petitions at the Oak Park Farmers Market Saturdays through the end of September. #ReadyFor100

https://t.co/VV8mq0eg68",environment,"sign up, volunteers",,promotors
758,759.0,Daley Plaza Farmers Market on #Yelp: Someof my fresh produce finds at the market https://t.co/5IlJftD8ty,quality,fresh produce,,
760,761.0,"Lincoln Square Farmers Market - Cooking Demo, live music, food,drinks https://t.co/9wMiilXVo2",environment,"live music, cooking",,
761,762.0,@DoRiteDonuts @jesshimes - Good news! You can pre-order your @DoRiteDonuts. You don’t have to stalk the farmers markets for pop-up stands during work hours anymore.,convenience,pre-order,,promotors
762,763.0,RT One of the best features of a farmers market is being able to meet the people who grow your food and ask questions about their practices https://t.co/vqM7mNduWK,environment,"people, grow",,
763,764.0,@YokidsitsMaggie 12. Farmers markets are the source of all good and wholesome content in this world,quality,"source, good, wholesome",,
765,766.0,goal at farmers market= pet as many dogs as possible,environment,pet dogs,,
767,768.0,Farmers Markets Growing In Illinois https://t.co/ucAAzlu42W,availability,growing,,
769,770.0,It’s going to be a beautiful weekend. Stop by the Horner Park Farmers Market today and Glenwood Sunday Market tomorrow. Cherry hand pies and tomato pies are back as well as some new items. Next week plums and peaches make their seasonal debut!,availability,"stop by, cherry, tomato, plums, peaches",business,
770,771.0,"Tomorrow at The Hyde Park Farmers Market, celebrity chef Shirley J. Newsome will be serving up her famous grilled corn! You don't want to miss this! #GetFreshThurs https://t.co/IfoCrMVDa7",availability,corn,business,
772,773.0,Come out to support our local farmers market. https://t.co/dLyoTWztDk,environment,"come out, support, local",,promotors
777,778.0,lady @ sturgeon bay farmers market lit tried steal the bok choy I had in my hand.,availability,bok choy,,
780,781.0,"Our Farmers Market is open! Join us Monday evenings through October 15 for fresh, local, sustainable goods. More details can be found here: https://t.co/VSWPE2UZWV https://t.co/wRCnOMaTLT",quality,"open, through, fresh local, sustainable",business,
782,783.0,@NonamePoetRubio the other was a farmers market on wheels. Everything in a produce section and cafeteria on wheels going from neighborhood to neighborhood 😂😂,environment,neighorhood,,
783,784.0,My first weekend as a part of the Artisan Collective Batavia at the Farmers' Market—3rd Saturdays - Come on buy and support local artists! https://t.co/jJH9dY8Rxj,environment,"collective, artists",,
784,785.0,Picked up some strawberries and asparagus at the Old Capital Farmers Market with Stella this morning. https://t.co/idA355jkU5,availability,"strawberries, asparagus",,
786,787.0,"Chantel will be in Michigan the second week of August performing solo at the Book Nook & Java Shop in Montague on August 10, and at the Muskegon Farmers Market the morning of August 11! If… https://t.co/EkHxyrgPjg",environment,permorming solo,,
792,793.0,"Little Me Play Studio will be hosting our Growing project from 9-11am on Saturday during the farmers market. Swing on by and see what they’re all about and have planned.  

Also, we will be taking sidewalk chalk donations!",environment,"donations, hosting, play studio",,
793,794.0,FARMERS MARKET: Naperville has three different farmers markets to choose from for those looking for fresh food and good fun. Here's the story: https://t.co/5GXr7vjScj,convenience,"three different, choose, looking for, fresh",,
794,795.0,"If you are a summer soup lover, this farmers' market Corn and Potato Soup is for you! https://t.co/TebdOYOZJy",availability,"corn, potato",,
796,797.0,"The #WickerPark #FarmersMarket: Where tomatoes, peaches and petitions are in season. 
(The signature collectors I spotted were there for @RahmEmanuel). TIP: To be valid, #Chicago residents can only sign the petitions of ONE of the dozen candidates running for mayor. Just one! https://t.co/6zkauys8cA",politics,"tomatoes, peaches, petitions, candidates ,mayor",,
798,799.0,If you are going to the Farmers Market please remember to park legally. See attached link for parking info. #evanstonfarmersmarket   https://t.co/Q1fvpVtMHj,convenience,park,,
802,803.0,Just spent $3 on a banana at the farmers market at LAX AMA,availability,banana spend $,,
811,812.0,Our local Farmers Market Managing Organization (Pembroke Locally Grown) gives out a few egg laying chickens. Are yours! Except when the chicks becomes egg laying Hens. You have to give Locally Grown eggs or meat. This feeds local families.,environment,"feeds, local families",,
813,814.0,"@amosedale @slines @lawyer1mom @brendaslynn @Seaglass67 @NantucketGal @pacearly @ShiCooks @DoorHardwareLux @sandyconnolly @JLSchultheis A hard freeze last night. Off to farmers market with Hannah, coffee in hand.",environment,coffee,,
818,819.0,"To ensure our guests have the freshest produce, we partner with local #Chicagoland farms and farmers markets to source our vegetables. Where's your favorite farmers market? 

#hearthrestaurant #evanston #healthyliving https://t.co/Lx8qv7eREh",quality,"source, freshest produce, begetables",,
822,823.0,@Schwarzenegger How do u cut fish @JapanGov looking for nerves @PutinRF_Eng more clearly veins @HUDgov cook look white @DocYilk food borne illness. Farmers markets systems. Look off film buyers & sellers. Toxicology due because them junkies real junkies trafficking addicts addictions practices©,safety,"food borne illness, toxicology, practices",,
823,824.0,"Find fresh produce, local goods and more at a farmers market! There's one happening every day across the city & suburbs: https://t.co/IBcS1UcdQk #Chicago #ChicagoBestBets https://t.co/rESHTVRotW",quality,"fresh produce, local goods",business,
824,825.0,"During the summer, raspberries and other plump berries are at their peak of sweetness. On July 31st, pick some fresh raspberries at the farmers market, and help celebrate National Raspberry Cake Day. 
https://t.co/SCMG9I78u1
#RecipeSavants #NationalRaspberryCakeDay #Desserts https://t.co/zn92JNshPl",quality,"raspberries, plump berries, sweetness,",business,
825,826.0,The Pekin Farmers Market is looking for volunteers to help on Market days this summer. Interested? Fill out an application here ---> https://t.co/Nyb6ZgD0Ec #PekinFarmersMarket,environment,"volunteers, applications",,
828,829.0,"@Manruss @robneyer “Now, it is time to add the avocados. Now, we very clearly asked for cinco, but there are only five in the bag from the farmers market. Was this a simple oversight, or is it just another example of a possible illegal staking a claim to something I earned? That’s for you to decide",availability,avocados,,
848,849.0,"My timeline has been kind of intense lately, so here are some nice photos I took at the farmers market on my way home. Enjoy! https://t.co/CH60htKscm",environment,nice photos,,
852,853.0,"Mason loves scented soaps. It’s hard to get him to walk by a display without smelling each kind. 

I got him some at the farmers market. They had all kinds of novelty scents for children with names like “Monkey... https://t.co/jdTqKCZ3S1",environment,"loves scented soaps, children",,
855,856.0,"It might feel like summer tomorrow, but it will taste like fall at the Champaign Farmers Market with delicious ice cream flavors including pumpkin cheesecake and pumpkin spice latte! Find out what else is lined up: https://t.co/3Ofuc61o6X https://t.co/7SPBs01ep0",quality,"taste like, delicious flavors",,
856,857.0,"So, if like me, you were wondering why the House #FarmBill proposes radical changes like cutting CSP, the entire local food/ farmers market program, specialty crops, and organic certification cost share, this is why:

The language comes right from @RepublicanStudy Cmte https://t.co/4sxKaVaR56",politics,"local food, specialty crops, organic",,
857,858.0,beautiful flowers at the farmers market this morning☀️ https://t.co/nqFot9CKb3,environment,flowers,,
858,859.0,The Gurnee Farmers’ Market is back and better than ever! https://t.co/nDFJ4rIrM3,quality,better than ever,,
859,860.0,The Farmers' Market returns to @DowntwnEvanston this Saturday at 7:30am! Up to 58 vendors will sell a variety of foods every Saturday through November 3 https://t.co/cApXnldp4f https://t.co/Og6jAw9tcC,availability,"returns to, will sell, a variety of foods",,
861,862.0,"It's almost Saturday morning and you know what that means... Fresh finds are waiting for you at area Farmer's Markets! https://t.co/eLJ8pfv3lh

#IllinoisProud #EnjoyIllinois https://t.co/zBGplQnv6Y",quality,fresh finds,,
862,863.0,Very impressed with the pizza from Langhe Market at the Logan Square Farmers Market. The dough is so light. Available at their shop on Thursday. https://t.co/ZZpHuy7Lz5 https://t.co/DGBdcFmOtY,availability,"impressed, available",,
864,865.0,"Farmers markets foster civic engagement. According the USDA AMS, more than 60% of farmers markets are managed by volunteers https://t.co/UKAACTlzku #farmersmarketweek",politics,"volunteers, managed, USDA",,
865,866.0,"""Everything that we sell today was picked yesterday"" - Chad Nichols, on the freshness of the produce at the farmers market https://t.co/NBgKgTEYzI",quality,"sell, freshnesses produce",,
866,867.0,"Calling all musicians! 🎸 Want to make a little cash and play @RiversdeFarmMkt ? Openings for: 8/15, 8/29, 9/5, 9/12, 9/19, 9/26, 10/3 & 10/10. Contact janicefoley@riversidelibrary.org for more info! #farmersmarket #livemusic",environment,"musicians, play",,
869,870.0,I’m back! No longer “tent-less” and staying dry! Come down to Batavia Farmers Market and support local artisans! #batavia #bataviaartisancollective #mainstreetbatavia #farmersmarket #supportlocalart #supportsmallbusiness #jenkellerart #kellerkiddodesigns… https://t.co/Cli6iShN8Y https://t.co/mh7usEj2rn,environment,"back, come down to, artisans",,
870,871.0,The Pekin Farmers Market is looking for volunteers! Interested? Have questions? Visit our website or comment down below! https://t.co/Nyb6ZgD0Ec,environment,"volunteers, come down",,
871,872.0,"Recipe of the day: Farmer's Market Potato Salad
Be sure, of course, to get the veggies from today's farmers market. https://t.co/YA8jnQSfLS",availability,"potato, salad, beggies",,
872,873.0,@Michell90013145 @leaflee11 It's pretty much the only option available in Chicago near me outside of farmers markets open at difficult times. Now I have some research to do,convenience,"only option, difficult times",,
874,875.0,"Today's Schedule of events includes the Roamer Car Show and Cruise Night, Labor Day Celebration, Farmers Market, Tenderloin Crawl, and the Streator History Walk. 

• Farmers Market 9 am to 1 pm at Streator City... https://t.co/CSP3Bsou9G",environment,"events, show, celebratin, history",,
876,877.0,Marquee at Block 37 apartments are steps from a seasonal farmers market https://t.co/nkJ9jruRrm,convenience,steps from,,
878,879.0,"The first Sunflowers of Summer fresh from the farmers market this morning. 
#summer #flowers #garden #michaelryandesign #home #farmersmarket #Evanston #designhounds https://t.co/Ym48PPiGcL",environment,sunflowers,,
879,880.0,"Here's a recipe to try while there is plenty of fresh fruit at the farmers market! 
https://t.co/3Z98KLjNcE  #endlesssummer #recipe #foodwelove @bangbangpie https://t.co/JFnqMLoRnq",availability,plenty of fresh fruit,,
880,881.0,@thekapman Only cheese from a farmers market tho...,availability,only,,
881,882.0,update: i got strawberries and apple turnover at the farmers market and saw a BLACK CAT!!!!!!!!!!,availability,"strawberries, apple",,
883,884.0,"Sweet, white 🍑 peaches are white on the •inside•! No need to adjust your set, folks! (@ Downtown Bloomington Farmers' Market in Bloomington, IL) https://t.co/g5lngUJLJf https://t.co/WkrSgz069g",quality,"sweet, white peaches",,
884,885.0,I’ve taken up cooking in my 30s. I plan out 4 meals a week after going to the farmers market on Sunday. It’s been my favorite part of this year. https://t.co/wYiYrm05qv,quality,"meals, favorite",,
885,886.0,I can’t believe that summer is almost over haven’t been to the farmers market ONE TIME. Going to buy all of the flowers on Saturday morning.,environment,flowers,,
888,889.0,Start shopping at your local #FarmersMarket to enjoy richer and more nutritious produce - https://t.co/DMJ6cUFwe7 https://t.co/bSazcrxzbc,quality,"local, richer, more nutritous",,
891,892.0,"In celebration of National Farmers Market Week City Market and N End City Market are offering triple value on SNAP purchases up to $20.  Stop out 8.10 or 8.11 and take advantage of this great savings. Remember, both markets are conveniently located on RMTD bus routes.  c u there!",politics,SNAP,,
893,894.0,"Tomorrow, get an early workout at The Hyde Park Farmers Market at 7a, then use your coupon to get fresh produce for a post workout smoothie! Register here https://t.co/LpZeQi3Lyt https://t.co/eAnvUVs19A",politics,coupon,,
895,896.0,"Tomorrow is our last full #FarmersMarket at #ElisCheesecake! Join us for music, cheesecake, grilled lunch and more! https://t.co/o7e23oOXVL",environment,music,,
901,902.0,"Seasonal sage green, detail heavy, double breasted, high waist short wool jacket for autumn outings to the pumpkin patch or local farmers market. #fallfashion #sagegreen #woolcoat… https://t.co/dC9EFKafOm",availability,pumkin,,
902,903.0,"Next Weeks ""It's Thursday Concert""  ""1976"" a 70's Rock and Roll Band. Music starts at 7:30 pm, Don't forget the Farmers Market is at the band shell now. Come for the Market and stay for the Music. https://t.co/UgMXwLPSUT",environment,"music, band",,
904,905.0,Quick Bites: Local farmers markets keep produce selections fresh: https://t.co/gwmjuwD0qE https://t.co/5kgo5grrtm,quality,keep produce selections fresh,,
905,906.0,It's farmer's market season in #Evanston. Meet some of this year's new vendors: https://t.co/tmHyE7o0J4,environment,meet vendors,,
907,908.0,When did it become common to go to the local farmers market in Crystal Lake and discover that most all the produce was bought from farms far away? Corn from southern Georgia! Berries from Michigan!!,quality,"corn, berries, discover, bought far",,consumers
908,909.0,@John_Kass Farmers Market fruit vendors have the sweetest berries & peaches plums(not quite yet though you’ll ever taste. Michigan farmers already bringing several varieties of strawberries that are unrivaled by anything sold in a supermarket!,availability,"sweetest berries, peaches plums, varieties of strawberries",,
909,910.0,"Visit the new 95th Street Farmers Market today and every Thursday through Sept. 27, 3-7 p.m. at the 95th Street Library parking lot. Additional parking available at Neuqua Valley High School Freshman Center, southeast of the library on Cedar Glade Drive. https://t.co/tNlIKetxXy https://t.co/M6PJxaDsrh",convenience,"parking, visit",business,
912,913.0,"Making fresh produce affordable for all patrons is a hallmark of the #OakPark Farmers' Market, which accepts SNAP/LINK cards and WIC and Senior coupons.
More info and details about the Market's double-value coupon program is at https://t.co/rMC0NhL447 under ""Payment Options."" https://t.co/5l657UTnBm",politics,"affordable, SNAP, coupon",,
913,914.0,Enjoy the bounty of the farmers market every week. Take a moment of time and enjoy picking out the best & freshest of vegetables to use in these simple and elegant recipes.  Our featured blog is full of tricks & recipes using the freshest ingredients. -- https://t.co/qxdK9CVTa7 https://t.co/XMUUQ8QnmZ,quality,"best, freshest vegetables",,
917,918.0,"Boone County Health Department hosts farmers market, wellness fair https://t.co/dH9ztvcN98",safety,"health department, wellness",,
922,923.0,@NoKidHungry | Christina School District's summer meal program expands to farmers market https://t.co/DUHz7KXwGq via @nwkpost,environment,"school, meal program",,
923,924.0,@HappilyNourishd Go to the farmers market and surprise fellow entrepreneurs 🌸,environment,entrepreneurs,,
925,926.0,Ride the trolley to City Market TONIGHT to celebrate Farmers Market Week. LINK triple value tonight $10=$30 @LInkUpIL @RockfordHousing https://t.co/gG6Pem1klp,environment,celebrate,,
926,927.0,"@bgg2wl @Karnythia There are so many farmers markets in food deserts, though... 🙄",economics,food deserts,,
927,928.0,"This is Tess, a previous intern that we were able to hire for a couple of months thanks to the Tyson grant @tysonfoods Her favorite part of her internship has been going to the farmers markets and learning all about the sustainable agriculture market. Sh… https://t.co/lXRJ45fG70 https://t.co/aTK9iEwjP3",environment,"intern, intership, sustainable agriculture",,
929,930.0,"The StreetWise Farmer's Market guide has info on 50+ #Chicago area markets, including @plantchicago's Farmers Market! Visit your favorite vendor. OUT NOW! https://t.co/cDKQrJJkcE",environment,favorite vendor,,
931,932.0,@Samantha__Dyal Farmers markets are for produce and flea markets are for cheap items I believe,environment,"flea market, cheap",,
934,935.0,@profmusgrave Do the sell raspberries at your local farmers’ market?,availability,"raspberries, sell",,
939,940.0,"Happy Taco Tuesday! If you're getting ready for a day off tomorrow, fire up the grill tonight to make these balsamic marinated-Green Goddess Farmers Market Tacos from @heatherchristo. Packed with veggies, they're a celebration of summer produce! https://t.co/lGOr7Agbom",environment,celebration,,
942,943.0,"Address is in the location tag (or Google), DM me if you're going, maybe we can meet up! #Soulard #Oktoberfest #StLouis #MO @ Soulard Farmers Market https://t.co/KDKHSMvxnw",environment,meet up,,
943,944.0,Choose your local farmers market to find fresh fruits and veggies for #HealthyEating - https://t.co/Gbon6xPzTH https://t.co/uxVFvQzdWz,quality,fresh fruits and veggies,,
944,945.0,"weekend goals, some of these: last Horner Park & Portage Park farmers markets of year, book sales in Bridgeport & Hyde Park, Lincoln Square Applefest, arts fests in West Town & Albany/North Park",environment,"book sales, arts fests",,
949,950.0,"Fresh tomatoes—sweet, juicy, and bursting with flavor—are a #farmersmarket highlight. Try some of these recipes this summer. Via https://t.co/W9hL8r0mer.  https://t.co/4r8OTH89Ft",quality,"fresh tomatoes, sweet, juicy, bursting, flavor",,
951,952.0,#Grayslake farmers market features more than 70 vendors https://t.co/tZjKrha8uQ,environment,vendors,,
952,953.0,Free bags when you shop at Fresh Thyme farmers market today. #earthday #mealprepsunday… https://t.co/TwA6e27cOX,environment,free bags,,
953,954.0,Don't miss out - It's my last market with the Artisan Collective in Batavia this Saturday! It's supposed to be a beautiful day so come on by - and buy some art!! #artisancollective #batavia #farmersmarket #downtownbatavia #supportindependantartists #supp… https://t.co/blx8Om7ucD https://t.co/eKYRzR7dCV,environment,"don't miss out, last, come on by, buy, arts",business,
954,955.0,Do you shop at farmer's markets? They have some of the freshest food. https://t.co/c7qrn9kdh1 https://t.co/C0JKNQXLdQ,quality,freshest food,,
955,956.0,Bobby is handing out FREE SAMPLES! https://t.co/nidF87G8Hz,environment,FREE SAMPLES,,
956,957.0,Things that make me smile: Summer mornings rippled by a light breeze and walks through farmers' markets loaded with seasonal produce 😊 https://t.co/iZSKWSEg3c https://t.co/lb9d7bAdIs,quality,seasonal produce,,
958,959.0,#FitTip: Visit your local #FarmersMarket to boost your local economy. https://t.co/5IIsMuPugU https://t.co/T64v3d0Aqt,economics,"boost, local economy",,
959,960.0,Check out this photo of Daley Plaza Farmers Market on #Yelp https://t.co/iB7KTko61H,environment,"photo, check out",,
960,961.0,@Mariafor49 Thanks to everyone who picked up a petition clipboard this morning to canvass tomorrow’s Farmers Market!,environment,petition,,
963,964.0,"Thanks to Illinois state legislators @RepTimButler for touring the  Old Capitol Farmers Market this morning with us @ILStewards @ilenviro 

#buyfreshbuylocal #twill https://t.co/ghaUyjgdgb",environment,touring,,
964,965.0,"Mike Felten has a show on 09/16/2018 at 12:00 PM @ Wicker Park Farmers Market in Chicago, IL https://t.co/DumeDV1ERz https://t.co/FXJ105SSSK",environment,show,,
965,966.0,"A few ways to reduce food waste from your farmers market haul? Count me in!

https://t.co/k6Dh1MzECx",environment,reduce food waste,,
967,968.0,"Fall is harvest season, which means it's the perfect time to visit the Barrington Farmers Market! Thursday afternoons for the next few weeks: https://t.co/JlwNolo98k
You might see some friendly BALibrary folks there, too! https://t.co/YKoyHeJor6",environment,friendly folks,,
968,969.0,Food safety concerns at farmers markets https://t.co/Ynm0P1ldLA #foodsafety #foodsafetysummit,safety,food safety concerns,,
969,970.0,"Keep yourself happy and healthy this fall by picking up fresh, local fruits and veggies at the farmers market, visiting a local coffee shop for a hot beverage, and taking some time for yourself. #MondayMotivation https://t.co/4MW1lwhyaN",quality,"fresh, local fruits and vegetables",,
970,971.0,"Downtown Hyde Park #FarmersMarket season opener is today @HarperCourt, until 1pm. FREE 🌭 hot dogs!!  Live music, organic foods, fresh fruits, veggies, pies, honey & more. #HydeParkChicago https://t.co/smJeMwAoij",environment,"music, organic, fresh, veggies",business,
971,972.0,I am playing a farmers market tomorrow AM. My first gig in a long time. I am spending tonight trying to figure out how many of my songs I still remember.,environment,"playing, songs",,
973,974.0,"Independence Park Farmers Market was great today but I only had time to buy hot coffee, then a Metra farmers market crawl (first visit to outdoor Jeff Park one this year)!",environment,"coffee, independece",,
974,975.0,Out here living my best Saturday farmers market life bless ⁦@RawrLawra⁩ 💫 https://t.co/oOCnLSq8Fv,environment,"living, best",,
976,977.0,@Stone8RP ... That corn would be field corn which is feed for cows not sweet corn which you buy in a store or at a farmers market!!,quality,"field corn, not sweet corn",,
978,979.0,Up & out the door at WTF o’clock for a work event means no farmers market for me today 😞 Guess I need to wait another week to replenish my black truffle Camembert supply. Harrumph. https://t.co/EGU9OrDTUo,availability,"replenish, supply",,
979,980.0,"@UWay1000Lakes is teaming up with the @gr_mn_farmers_market to help improve food access, strengthen the local food economy, and promote community engagement. Visit our Day of Action page to learn more: https://t.co/KK7NRJkCAy #DayofAction #volunteer https://t.co/zstsB1l7Ww",environment,"help, teaming, food access, local food economy, community",,
980,981.0,"FARMERS MARKET TODAY!! 3-7 - West Town Health Market, Division & Oakley, 3 FOR 1 MATCHING ON ALL SNAP/LINK TRANSACTIONS (up to $15)!! More than fresh veggies and fruit: meat, eggs, bread, honey, cooking demos and more! https://t.co/wHmvlaK7sJ",availability,"more than, and more",,
981,982.0,The farmers market guy called them radish beans. I think they’re actually rat tail radishes. #rattailradish #farmersmarket #radishpods https://t.co/oqKjg9G2nx https://t.co/w6iTxDWHw6,availability,"redish beans, radishes",,
982,983.0,WGFA News Alert: Some Illinois farmers markets to lose food stamp service https://t.co/JUepN2Jwo6,politics,"stamp service, lose",,
984,985.0,Don't forget to join us tomorrow at 11:00am at the La Grange Farmers Market for storytime! @LaGrangeBiz https://t.co/8cEXaaWI1c,environment,"don't forget to join us, storytime",business,
986,987.0,"Frozen shrimp and fresh veggies! A perfect combo to a quick and delicious salad with bib lettuce, asparagus, chives and a little avocado dressing - all with my bounty @GreenCityMarket. Check out a farmers market in your city, or if in Chicago, look here https://t.co/bAbjEiXPCw https://t.co/jOGDjPM1Cf",availability,"lettuce, asparagus, chives, avocado",,
