,No.,Tweet,Label,Words,Notes,Contributor
626,627.0,"Kidzeum of Health and Science is opening THIS SATURDAY!!! The celebration begins at 8am with ""Kid's Day"" at the Old Capitol Farmers Market and will carry on with a street party until 5pm! https://t.co/ajmbofgJtS",Business,,Business,
628,629.0,"HOW PROXIMITY MARKETING CAN HELP YOUR BUSINESS AT FARMERS MARKETS, CRAFT FAIRS AND FESTIVALS #askdrmemo #mobilemarketing #craftfair @drmemogamboa https://t.co/GQmbCGBaKi",Business,,Business,
631,632.0,"These will be available at Jefferson St. Farmers Market today from 430-730.

Moisturizing Body Sprays $10 

Formula #2 Toilet Sprays $5",Business,,Business,
633,634.0,"Summer Fun, Concerts, Parades, Carnivals, Farmers Markets can all be found on this edition of the Mount Prospect Update. https://t.co/P41C8hYd2r",Business,,Business,
636,637.0,#HealthTip: Start shopping at your local #FarmersMarket to find fresh fruits and veggies for #HealthyEating. https://t.co/mhY4Oudjya https://t.co/G3KZG0ejl7,Business,,Business,
637,638.0,@HampshireIL we are here and we have brought you FREE INTERNET FOR LIFE! Come check us out at the Hampshire Farmers Market from 8-12! #winchicago #GLM #EliteEntertainers https://t.co/tvhJc8XLSI,Business,,Business,
639,640.0,Checkout what's being whipped up by @TheChoppingBloc tonight at 6pm during the #LincolnSquare Thursday Evening Farmers Market. https://t.co/TyE91sc77z,Business,,Business,
640,641.0,"Mike Felten has a show on 06/24/2018 at 12:30 PM @ Wicker Park Farmers Market in Chicago, IL https://t.co/5wbUoC42IB #concert",Business,,Business,
641,642.0,#foodies #produce MT @Suntimes: It’s that time of year again when #farmersmarkets sprout up across #Chicago. Here’s a look at some of what you’ll find at neighborhood farm stands:  https://t.co/bXRsPLNBpL https://t.co/1oNPXs4wbp,Business,,Business,
644,645.0,"Better make sure the Grinch doesn't steal your strawberries for this weeks kids activities at the Farmers Market from 9:30am-10:30am!
#grinch #activity #kids https://t.co/i9q6plljx5",Business,,Business,
646,647.0,"Admissions Counselor Beth Emperor will be tabling tomorrow at the @Moody_Bible Graduate Fair, 10a-4p at 821 N. Wells Street! Later that day you'll find Beth at the Farmers Market in the Ravenswood Covenant Church parking lot from 4p-8p. We hope to see you there!",Business,,Business,
647,648.0,Come see us at the Hyde Park Farmers Market today until 1pm! https://t.co/erGZDMqkuS,Business,,Business,
650,651.0,"Do you have lunch plans? Stop by the SOAR Farmers Market at 12pm, noon for a Chef Demo with Chef Doug Wroble - and stick around for a taste of the dish! https://t.co/Q7qrdmDnno #ChicagoCityMarkets #EatLocal #OnlyInStreeterville https://t.co/YDE5FjwMGt",Business,,Business,
653,654.0,"Check out this #event: Lincoln Square Farmers Market - Cooking Demo, live music, food,drinks: https://t.co/gs8NpMsygC #chicago2flat",Business,,Business,
654,655.0,"We love participating in the Riverside Farmers' Market each week! Thanks to Riverside Farmers' Market and Von Tarverdi for featuring us as ""Vendor of the Week"" this week! Market is each Wednesday (3pm-7pm) in Riverside, IL. https://t.co/1zIpc1dy7D",Business,,Business,
657,658.0,"Come find the best our local farmers have to offer at the Highland Park Farmers Market today from 3 PM – 7:30 PM, at the Harvest Bible Chapel Parking Lot, 1731 Deerfield Road...https://t.co/pA7axY1nTe https://t.co/MrW2aet04Z",Business,,Business,
659,660.0,Grandpa Bill's Gluten Free Bread will be at the Farmers' Market tomorrow morning with lots of great stuff. The market runs from 7:30 a.m. to noon. https://t.co/CEjSIHN5Ly,Business,,Business,
660,661.0,"Looking for homemade items? MCHENRY FARMERS MARKET on May 17, 2018 @ 4:30 - 8 PM https://t.co/t7mysS4i54",Business,,Business,
662,663.0,Did you know @GreenCityMarket has an app? You can pre-order all of your favorite farmers market goods! https://t.co/zF3qJeRDsY https://t.co/zF3qJeRDsY https://t.co/IE1jfJ88fE,Business,,Business,
666,667.0,"Did you miss the Zumba Bash last Saturday? No worries, you can go this Thursday! Easy registration for a workout well worth it!
https://t.co/ARVEySylLh https://t.co/K99vLARRaB",Business,,Business,
667,668.0,We have Cinnamon Rolls at the Hyde Park Farmers Market today! Stop by and see me! @ The Hyde Park Farmers Market https://t.co/lB4FzOqpdN,Business,,Business,
668,669.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/2/2018  https://t.co/nKD9mUAlKy,Business,,Business,
669,670.0,Celebrate Farmers Market Week by riding to North End Market on a LimeBike.  Triple your SNAP $ on Saturday! @LinkUpIL @RockfordHousing https://t.co/SKe8iItVf2,Business,,Business,
673,674.0,Classic Marmo keychains are flying off the shelves. Berwyn farmers market til one. Come get a tee or music bundle or Marmo! #toys #music #farmersmarket #berwyn #merch… https://t.co/fm3Ld2SxTa,Business,,Business,
674,675.0,"The Antioch's Farmers Market will be back this week.
Thursday, September 13th starting at 3:00 pm - 7:00 pm right at 900 Skidmore Drive. (In front of the Bandshell) 
See you Thursday. https://t.co/m583SKh9Jm",Business,,Business,
676,677.0,"It's only rain... come on out and support your local farmers market.
#rollickingbuckaroopepperjam is sampling here until 130pmpark https://t.co/yP16katE6Q",Business,,Business,
677,678.0,"Byron Center Farmers Market opens THIS Saturday, May 5 from 9am - 2pm. New location in @TangerOutlets parking lot.   https://t.co/dwzFefF1zZ @ByronCenterCham",Business,,Business,
678,679.0,"Quality chalking in advance of Plant Chicago’s farmers market on Saturday, June 2.  Get food from @PHBakery @whinerbeer @bikeabee @4LWCoffee and more! https://t.co/LuLxFFCbrN",Business,,Business,
680,681.0,Stop by and visit the Tazewell County Pregnancy Resource Center’s stand today at the Pekin Farmers Market!  It’s a beautiful day to come down for lunch outdoors and have a look around. We hope to see you... https://t.co/6qi9M3lRLh,Business,,Business,
681,682.0,Farmers market in Davenport opens back up Saturday morning☀️☀️,Business,,Business,
683,684.0,"Sun-soakin’ bulges in the shade (peaches), now available! 🍑! (@ Downtown Bloomington Farmers' Market in Bloomington, IL) https://t.co/QMGWD7FIQd https://t.co/z3XBkYJ258",Business,,Business,
685,686.0,"Mike McNeil, a legendary Farmers' Market artist,  has an art show opening tomorrow at Ryburn Place in Normal. Check it out! https://t.co/cEubTjLnwQ",Business,,Business,
686,687.0,"It's National Farmers Market Week and we are proud to have Cedillo's Fresh Produce growing at our Eat to Live Incubator Farm in Chicago. To support Eat to Live, and our other programs, join us at our Harvest Moon Dinner on 9/13! https://t.co/lO6e5mrZoP #nationalfarmersmarketweek https://t.co/2RKD3ECjZ9",Business,,Business,
690,691.0,Lake Barrington farmers market returns https://t.co/tKX2yVYqA3,Business,,Business,
691,692.0,"I'm at Division Street Farmers Market in Chicago, IL https://t.co/pALuu8PW5q https://t.co/9atJdXUOSE",Business,,Business,
692,693.0,We are at the Fox Lake Farmers Market today til 8:00. Come try a slice of the wood fired pan pizza! https://t.co/li3MqVa6Op,Business,,Business,
694,695.0,PHOTOS: Woodstock Farmer's Market opens for season https://t.co/56bLYhg0K3 https://t.co/77hQrwN2UP,Business,,Business,
696,697.0,Take advantage of your local #FarmersMarket to get healthier fruits and veggies - https://t.co/QOTFbeIy4T https://t.co/t55hDRBZSx,Business,,Business,
697,698.0,Roselyn wants to share some Amber Grain Bushels with you in FarmVille! https://t.co/pFVKa4WoPk,Business,,Business,
701,702.0,"The 61st St. Farmer’s Market is indoors this Saturday, from 9am-2pm! Tour @10:30! @61market #diabetes #freshproduce 
https://t.co/E3qgZB352D",Business,,Business,
702,703.0,This Craft Nation has invaded! — at South Haven Farmers Market https://t.co/UFMWiu7T4n,Business,,Business,
704,705.0,#HealthTip: Choose your local farmers market to help out your local economy. https://t.co/HSX72mziAC https://t.co/X06nFKtvve,Business,,Business,
706,707.0,Grayslake Farmers' Market Tour: https://t.co/SXJznbtpkO via @YouTube,Business,,Business,
707,708.0,#michigan asparagus @ opening day of #Chicago #FarmersMarket season #localfood https://t.co/BaPU89huUX,Business,,Business,
708,709.0,Woodstock Farmers Market Summer Market Opening Soon https://t.co/iakgi2udNT,Business,,Business,
709,710.0,Perfect weather for The Hyde Park Farmers Market! #GetFreshThurs https://t.co/glT8KRRcH9,Business,,Business,
711,712.0,Again today at the awesome Ravenswood Farmers Market. Come for some refreshing cold brew and nitro. #blackfodder @ Ravenswood Farmers Market https://t.co/633LRvrSXX,Business,,Business,
713,714.0,Opening day!! Come out to the parking lot next to First Baptist Church for the first day of the Main Street Farmers Market!!,Business,,Business,
714,715.0,Upcoming Event: Hinsdale Farmers Market 2018 Season - 7/9/2018  https://t.co/BeJBKEczrx,Business,,Business,
715,716.0,"Mike Felten has a show on 10/13/2018 at 10:00 AM @ Park Ridge Farmers Market in Park Ridge, IL https://t.co/Je9mpOTQ9X https://t.co/FXJ105SSSK",Business,,Business,
716,717.0,@plantchicago Farmers Market is underway.  Waffles anyone? @ Whiner Beer Company https://t.co/idK2JhBr5l,Business,,Business,
717,718.0,Village of Lake Barrington Farmers’ Market  Opens for 2018 Season https://t.co/98bEhK0fY7,Business,,Business,
718,719.0,"Stop by and see us at the Old Capitol Farmers Market! We are on the corner of Fourth and Adams streets. You can enter for a chance to win a NutriBULLET Pro, nine-piece set; two 24-oz. Tervis Tumblers; two Yeti... https://t.co/Ka4hBaagt2",Business,,Business,
719,720.0,"Tomorrow's Concert ""28 Days"" music starts at 7:30 pm at the William E. Brook Entertainment Center, 900 Skidmore, Antioch.
Don't forget about the Farmers Market, at the bandshell. 3:00 pm - 7:00 pm 
Come to the Market, Stay for the Music. https://t.co/gDJSsT4cXW",Business,,Business,
720,721.0,"Get on over to @Northcenter to visit their #farmersmarket! Find out more info in the StreetWise Farmer's Market Guide, OUT NOW! https://t.co/vEUisCnCXX",Business,,Business,
