Sentences,Label 
"Here, it's all about the apples and the pumpkins - everything you need to get your fall festivities going!",availability
Here's the trick to really enjoy it: pay attention to the weather and to their website.,Non-relevant
"Even though the farm has expanded the orchard and their pumpkin patch, this place has become so popular that they tend to run out!",Non-relevant
It's nothing but pure simplicity.,Non-relevant
"You get your bag, and you pick your apples off the tree.",Non-relevant
They have several different varieties.,availability
"In the barn, they have cider, doughnuts, pies, jams, and other items.",availability
"All fairly priced, I think (at least, compared to other orchards we've been to), and, again, not too flashy.",environment
"Don't get the wrong idea about there being a lack of entertainment: this place is perfect for kids, too!",environment
They don't need to be overstimulated by displays and sugar.,Non-relevant
Here they can pick their own pumpkin and tote in in a Radio Flyer to the pumpkin wash (to clean off the dirt n mud).,Non-relevant
"It might be a bit of a drive for some, but it's well worth it.",Non-relevant
"Make a day out of it, if you can - after this visit, head a little further into Union to visit the Illinois Railway Museum!",Non-relevant
We drove here from Chicago with our 5 month old son.,Non-relevant
"I was intent on apple picking and getting pumpkins not at the local Jewel, but also not dealing with outrageous fees and huge crowds.",environment
This little orchard was just the ticket.,Non-relevant
We strolled around in the orchard and picked a peck which I think came out to like $12.,Non-relevant
"It was gorgeous, and there were still plenty of apples left, although my husband is freakishly tall so we were able to reach up for the good apples all those average size people left behind.",availability
Lots of families but not too crowded.,environment
We sampled our loot while walking around which was cool.,environment
"After we got our fill of apples, we got 2 pumpkins and bought a bunch of stuff in the shop including salsas, apple butter, cider, doughnuts, a bunch of other jars of stuff that looked tasty.",quality
The damage? $95.,Non-relevant
"We realized we'd been had when on the way home we passed a pumpkin patch that said ""2 pumpkins for $3"" (We paid $9 a piece for ours).",Non-relevant
"However, there was no entrance fee and no parking fee, and the people running this joint were really nice.",environment
Definitely recommended for a day out of the city.,Non-relevant
"If picking apples and buying canned goods sounds too boring, All Seasons Orchard is nearby, but it looked massively crowded so we stayed clear.",Non-relevant
"Ok, I've been living in this city for over 3 years now...why have I not come here until now?!",Non-relevant
Mistakes have been made.,Non-relevant
"Located right by the library, this farmers market is open Saturday mornings June-October.",Non-relevant
"They have all different vendors, mostly food, some are not.",environment
"They have fresh fruits and veggies, plants, baked goods, olive oil, pasta/sauces, and much more!",availability
"The vendors are very nice (some take only cash, some take credit as well).",environment
Everything is fairly priced.,environment
They also have a DJ playing music in the background - nice touch!,environment
"I loved it and I can't wait to go back. come and support your local farmers and local organizations --- and eat fresh fruits and vegetables --- different vendors each week, the group that made it are the ones who woke up early and were responsible enough to set up...the ones not present, are the ones who partied a little too much on Friday night!",environment
This is a great farmers market!,Non-relevant
Tons of fun activities for children and families and everyone is very friendly.,environment
"Quite a few great vendors, including vegetables, meat, and food producers.",availability
"They even have different events and themes each week, often times with an accompanied children's activity.",environment
Looking forward to going back to this market in the spring with the family.,Non-relevant
This is a really great market to visit on Saturday morning from May-October.,Non-relevant
"Plenty of vendors selling flowers, plants, produce, cheese, honey, salsas, meat, baked goods galore, handcrafted decor items, handcrafted gift items and the list goes on!",availability
"Food trucks are plentiful, sure to cure whatever craving you have.",Non-relevant
"Local organizations also have booth space; think League of Women Voters, etc.",Non-relevant
Free parking in Lincoln Square mall.,environment
Don't miss it!!!,Non-relevant
I work with the Urbana Farmers Market and I LOVE IT!,Non-relevant
"So much variety, quality, personality and flavor.",quality
Glad to be part of the adventure.,Non-relevant
You can find me at the Urbana Farmer's Market every Saturday!,Non-relevant
I LOVE it!,Non-relevant
Here's some tips....,Non-relevant
Too expensive?,environment
This market is one of those markets where the vendor has to grow or make what it's selling.,quality
That means that things are higher quality than other markets where a lot of vendors buy fruit and vegetables in bulk from distributors and resell it.,quality
Want to save money?,Non-relevant
"Check out the ""seconds"" bins underneath the table tops.",Non-relevant
This is where you can get produce like tomatoes for sometimes half the price!,availability
Too crowded?,environment
SHOW UP EARLY!,Non-relevant
The retired folks do it right.,environment
"Get there before 9am, and you'll avoid the strollers and impatient crowds.",environment
Not finding what you're looking for?,availability
This goes back to the fact that the vendor has to grow what it sells.,quality
"Obviously, you're probably not going to find cucumbers in August.",availability
They just don't typically grow around that time around here.,Non-relevant
"Although, it all depends on the year.",Non-relevant
A warm spring means you might find tomatoes as early as May.,availability
A cool summer means you might find cucumbers in August.,availability
"Also, SHOW UP EARLY!",Non-relevant
The good stuff always goes fast!,Non-relevant
The farmer's market is one of my favorite things to do every Saturday!,Non-relevant
"I just feel happy starting my weekend at the market - browsing, shopping, enjoying the activity, talking to people I see week after week, and getting a little breakfast.",Non-relevant
People and the whole vibe is so friendly.,environment
"Though you might consider things a bit more pricey than what you'd find at a store, keep in mind that this is locally produced by people who work hard to make artisan products and grow/raise organic food.",quality
"I appreciate this so much since I have a ""black thumb"" and can't grow much of anything.",Non-relevant
The in-season product is so good.,quality
Asparagus and scapes in the spring.,availability
"I brave the heat for the corn, peaches, and tomatoes that are their best mid-summer.",availability
"The kale, squash, potatoes in the fall.",availability
"Offerings throughout the season include baked goods, jams, handcrafts, jewelry, soaps and salves.",availability
There's plenty of free parking for both cars and bikes.,environment
It's easy access.,environment
Bring sunscreen if you're going to hang and bring your own shopping bags if you can.,Non-relevant
There's all sorts of music going on.,environment
"And sometimes there are special programs - like local bands, grilled pizza tutorials, bike clinics (where you can get a free tune up!), blood drives if you're able to donate, etc.",environment
"Bonus: Due to my weekend habit at this farmer's market, I smell and look amazing because I've gotten so much handmade soap and jewelry from vendors here.",Non-relevant
"I go hungry but leave happy - partly because I really enjoy the breakfast burritos, donuts, kettle corn...",Non-relevant
Farmer's markets have been springing up in most Midwestern towns for some time now.,Non-relevant
"This market is the real deal and offers an eye-popping variety of produce, meats, flowers, and craft items along with a number of fresh food vendors.",availability
I haven't had a garden in a few years but I'm able to get everything I need here.,Non-relevant
"A bonus is that Ye Olde Donuts, a tradition in C-U, has a table here where I can pick up my favorite apple fritters.",Non-relevant
You need to get here early for the best selection of items.,availability
This may be my happy place.,Non-relevant
There isn't much better than watching locals buy local products and seeing smiles galore.,environment
It's good for my soul.,Non-relevant
Last year we loved getting donuts from Pandamonium and goodies from Hopscotch.,Non-relevant
Hopscotch isn't at the market this year but you can still get Kaya's goodies at Art Mart on Prospect.,Non-relevant
"Today we purchased some sweet corn, tomatoes, onions, arugula and kale.",availability
All of these items were grown in the CU area.,quality
"True, you may pay a bit more than at Wal-Mart or Meijer but you are supporting your neighbors rather than a large corporation.",environment
"Plus, everything is so tasty.",quality
The smell of kettle corn tempts me every time!,quality
Cool farmers market my friends took me to while visiting.,Non-relevant
It is one of the bigger markets I have been to.,environment
A nice selection of locally grown vegetables and fruits.,availability
They have some local meat vendors selling items such as locally made jerky to bison patties.,quality
Pricey but your directly supporting a local business.,environment
Bakers seeling cookies and breads.,Non-relevant
Other vendors seeling jams and spreads.,Non-relevant
The cookies are the bomb.,Non-relevant
I would go back weekly just to pick up some the week.,Non-relevant
A definite must stop by if your town on a Saturday.,Non-relevant
My girlfriend and I come here almost every Saturday as part of our weekend routine.,Non-relevant
"We love that it offers more than just local food, and that it offers crafts, music, social causes, and so much more.",environment
"Love coming to the farmer's market, and we'll continue to make it a staple of our weekend.",Non-relevant
"The ""derelict"" Lincoln Square includes one of the most successful food co=ops in the country, Common Ground.",Non-relevant
I have been a Market patron almost from the beginning.,Non-relevant
It simply doesn't get any better.,Non-relevant
You pay a bit more but what you get is fresh & won't start going bad a few days after you bring it home like some of grocery store produce.,quality
And you can buy products you simply can't buy any where else.,Non-relevant
It's why I wake up early on Saturday morning.,Non-relevant
A must-visit for anyone in the Champaign-Urbana area.,Non-relevant
Tons of vendors from all over Central Illinois set up to share their organic and hand-crafted goodness with the local consumers.,availability
"You can find just about anything here, and if you don't, go into Common Ground nearby to grab any other local and organic items you couldn't find at the market.",availability
Peace.,Non-relevant
The Urbana Farmers Market is with certainty one of the things that has kept me here over the years.,Non-relevant
"Of all the markets I have been to across the country, ours seems to have the greatest diversity of high quality product.",quality
"From fresh flowers to honey, vegetables to abundant fruits, house plants to cutting boards, food trucks, popcorn, and more, any trip to the market will have you returning home with treasure.",availability
"If for whatever reason you have lived here a while and not made it to the Saturday market, get yourself over there.",Non-relevant
It will change the way you feel about the city you call home.,environment
"Really enjoyed the lettuce,tomato, zuchinni selection!",availability
Also liked their pops!,Non-relevant
"I was very happy to see a vegan vendor from The Dancing Dog Eatery, not only do they offer food , they also have juices & smoothies.",Non-relevant
Would have loved it this market had some fresh juices.,Non-relevant
Check out the co-op supermarket while you are there.,Non-relevant
"Sorry to say it, but the Urbana Farmers Market is overpriced.",environment
"I cannot imagine spending $3.00 a pound for string beans, for example.",Non-relevant
Tomatoes are also priced at $3.00 a pound even when the vendors' tables groan with them in August.,availability
New York's Union Square greenmarket is cheaper!,Non-relevant
Of course there's that airfare...,Non-relevant
"I go once in a while to buy zucchini, onions, and garlic and to get tomatoes from vendors who sell the ones with blemishes for $2.00 a pound or less.",availability
"If you poke around you can find some bargains, but this is the most expensive farmers market I've ever been to unfortunately.",Non-relevant
"I cannot for the life of my understand why this market, in the middle of (and close driving distance from) farmland, is priced on average higher than my local Beverly Hills, CA farmer's market.",environment
Why would I pay more for local crops in Champaign than irrigated stuff driven more than an hour in to LA?,Non-relevant
Blah.,Non-relevant
"Aside from that, this is actually a pretty great farmers market.",environment
"Big (bigger than most where I live, though we have multiple throughout the city every day of the week, so I suppose that's why) and with a great selection.",environment
"We bought two dozen tuberose that made the house smell like Hawaii for days, fantastic sweet potatoes and the obligatory crate of sweet corn.",quality
"The ice cream truck sold us a pint of lemon that was, dare I say, BETTER THAN CUSTARD CUP.",Non-relevant
"It's always a must whenever I visit Champaign-Urbana, and rarely disappoints.",Non-relevant
"I love farmer's markets, but I especially love this farmer's market because it fosters so many great habits from me.",Non-relevant
"First off, lately I've found myself biking there.",Non-relevant
"Second, when I go there, I make it a goal to buy at least one vegetable to incorporate into my cooking.",Non-relevant
This week I am going to bake some zucchini.,Non-relevant
Mmm...,Non-relevant
Some of my favorite items here: Pumpkins.,availability
"I bought a pumpkin with some serious ""personality"" for $5.",Non-relevant
It was tri-colored and oddly shaped.,quality
It makes for a great doorstep decoration.,Non-relevant
Apple butter and pumpkin butter from the amish stand.,availability
Delicious and only made with natural ingredients.,quality
"Fresh herbs like basil, except they go bad if you don't use them immediately.",quality
"Cherry tomatoes, especially the heirloom variety that come in unusual colors.",availability
"I had the privilege of trying a purple - yes, purple - variety that was savory.",availability
Mmm...,Non-relevant
Additional favorites: - Live folk and clarinet music - Fresh kettle corn - The waffle truck! (I will write a separate review for this).,environment
In one word: Overrated.,Non-relevant
"(well, and overpriced).",Non-relevant
The prices are outrageous.,environment
"Even if this was in NYC or the West Coast, the prices would still be high.",environment
Music is a mixed bag to put it nicely.,environment
Great place for kids to practice their violin lessons and make some good money.,environment
"The arts and crafts vendors tend to have marketable but highly predictable, tame and cliched work.",Non-relevant
Yet many people think it's fine art.,Non-relevant
"That being said, there are a few surprises worth noting, mainly in specialty food products.",quality
"But honestly, it's not stuff that you can only get there.",Non-relevant
Also the crowds and parking is a drag.,environment
And it seems like the prices just keep getting higher yet people race back there even faster.,environment
I think I'll just stick to buying my unglamorous but cheap produce at Meijer...,Non-relevant
This is actually one of the best farmers markets I've ever been to!,Non-relevant
"Tons of fresh produce, eggs (even the duck variety), meats, and crafts vendors.",availability
Young and talented musicians on very corner.,environment
Lots of great places to grab something to eat as well.,environment
"I saw everything from tacos, to chicken and waffles, to empanadas, to donuts, to barbecue.",availability
I will recommend the Popsicle stand in the very back that sells creative Popsicles.,Non-relevant
"Creative flavors like pineapple habenero, and very refreshing!",quality
I hope to come back to this market some time!,Non-relevant
I get very excited about going to the Market at the Square but not excited enough to get there before 10 o'clock.,Non-relevant
"That's not a knock on the Market, but is more a function of my love for sleep.",Non-relevant
"Though today (mid-May), they only had asparagus, the selection rounds out toward the end of the summer.",availability
I particularly enjoy sweet corn around late August.,availability
"Prices are a little bit higher here but it feels good to buy locally and I really like how, in my experience, everything's been super fresh.",environment
"I also like how there's a lot of non-produce stuff like meat, cheese, bread, etc.",availability
"All in all, Market at the Square is a great place to go.",Non-relevant
I just moved here from up north and this is by far the best Farmer's Market I have ever been to.,Non-relevant
There is a little something for everyone.,Non-relevant
"Fruits, veggies, dairy, meat, fresh cut flowers, jewlery, baked goods.",availability
I go every Saturday now.,Non-relevant
I buy everything I need for the week at the market.,Non-relevant
My favorites are the cupcakes and cheesecakes....oh it's soooo yummy.,quality
Great market for the size of Champaign/Urbana.,environment
"Great variety of local meat, veggies, fresh cut/live flowers, cheese's, hand crafts, and jewelry.",availability
"I like the influx of the food trucks, but Fryer Tucks was first and I find myself falling back to wanting a egg, cheese, and sausage on a wheat english muffin with onions.",Non-relevant
They use eggs and sausage from the local vendors.,Non-relevant
"I think Cracked might also use local eggs, but not sure.",Non-relevant
"There are your mainstay vendors, but every year there is some turn over with new farmers or artisans that help to make every year a little different.",Non-relevant
The live music provided by good and not so good musicians also lends to the character of the market.,environment
It is also nice to peruse the various community groups whom are out there.,environment
"Art mart, Lincoln Square Mall, Common Ground Co-op and downtown Urbana are all right there also.",Non-relevant
Several veggie vendors have seconds available to help save a few $ as the market is not as cheap as the grocery store.,availability
"Garlic in particular seems $$ to me, but the varieties have been fun to explore and I hear tell its not as easy to grow and prep for market as onions.",environment
I will also be quite honest it's not just about the food and crafts.,Non-relevant
For me the market is very much part of my social life.,environment
"I see so many people I know there every Saturday morning from co-workers, to neighbors, to random friends I have not seen in months.",Non-relevant
"I've made friends with many of the vendors and look forward to talking to them about their grandkids, their hogs not liking the left over broccoli, growing conditions, recipes, and food policy.",environment
"The community I have found on the corner of Illinois and Vine is lively, generally friendly, and safe.",environment
Great little local shop!,environment
"They don't have everything, but I enjoy supporting local businesses.",environment
Let me start off by saying I was a customer of Farmer Pride Producers for over three years.,Non-relevant
I loved being able to have a local shop for amazingly fresh and organic produce.,quality
They also had a nicely run and affordable butchers section.,Non-relevant
"A few months ago, the store was purchased by new owners and well, I would suggest never shopping there.",Non-relevant
"The first time I went there after the transition I noticed a gnarly, almost kiddy litter like smell.",Non-relevant
The whole store smelled like it.,Non-relevant
I went to the freezer section to grab a pizza and noticed it was off.,Non-relevant
They owners were putting bags of ice at the bottom.,Non-relevant
The food was not even close to frozen.,Non-relevant
I asked the young woman who works the register where the owner was and she told me it was under new management.,environment
I then went to the butcher section and decided to see what was going on.,Non-relevant
I asked for a pre-packaged pack of chicken thighs and as soon as it was handed to me and I could smell it.,Non-relevant
The same thing happened to my roommate days after.,Non-relevant
I truly think its only a matter of time before someone gets sick eating their meat here.,Non-relevant
But that wasn't all that changed.,Non-relevant
"After passing on the chicken thighs, I decided to grab a can of Amy's soup since I didn't trust anything that was cooled or frozen in the store.",Non-relevant
I went to the register and she told me it was $3.99 plus tax for the can of soup.,Non-relevant
I laughed and walked out.,Non-relevant
The old owners were as kind as could be and maintained an immaculate store with the freshest of produce and meat.,quality
"The new owners have turned the place into a horrible smelling, overpriced and an unfriendly store.",quality
It's a shame for us Logan Square residents.,Non-relevant
I really don't see this store lasting much longer.,Non-relevant
Avoid.,Non-relevant
Avoid.,Non-relevant
Avoid.,Non-relevant
Great little grocery store that has almost everything our family could need on a weekly basis.,availability
"The wine and beer selection is amazing given their size, but that is certainly not the only good thing about Farmer's Pride.",availability
"Fresh herbs, locally sourced fresh breads and coffee beans, kombucha, Kashi cereal, Ben and Jerry's ice cream, organic milk, free range eggs, multiple kinds of tortillas and sometimes even fresh tamales or baked goods by checkout.",availability
And the LaCroix variety is really top notch .,availability
I've compared the prices to Mariano's with no noticeable difference so I try to come here whenever I can and support local.,environment
Farmer's Pride on Milwaukee is a gem of a grocery-far beyond any bodega or convenience store.,Non-relevant
I come here to do my weekly shopping for my family.,Non-relevant
Memo and his family and staff have done an exceptional job tailoring the inventory to the trends of the neighborhood.,environment
Riced cauliflower?,Non-relevant
Three kinds of kale?,Non-relevant
Organic and vegetarian options?,Non-relevant
"It's all here, delivered by the most genial merchants in town.",availability
"I feel good shopping locally, and supporting the business of a proprietor who truly listens to his customers and strives to exceed their expectations.",environment
If you live in Logan Square and still shop at the big chains give Farmer's Pride a second look.,Non-relevant
"First off, this place absolutely wins in the customer service department.",environment
We came one time looking for some vegetables and fresh bread.,quality
"When I looked at the baguettes they carried, I noticed that they were all hard, and continued shopping deciding to get the fresh bread elsewhere.",quality
"After we'd gotten most of the produce, the clerk came and asked if I was still looking for fresh bread as they'd just gotten a delivery from the bakery that makes their bread.",availability
"I said yes, and he got a huge and lovely baguette.",Non-relevant
It smelled so good it was all I could do to not simply start gnawing on it right in the store (Because I'm really classy like that).,quality
He's also asked if there are specific things we'd like them to stock to let us know so that they can carry them.,Non-relevant
We're literally always greeted with a warm smile and a genuine hello.,environment
Now onto the selection...,availability
They have their own butcher onsite so the meat selection and quality is always top notch.,quality
"For a relatively small grocer, the selection is really impressive.",availability
Bonus points that they generally always have cheap chicken along with excellent pork cuts and fish.,quality
"We really like their salmon, which make gigantic fillets for us to Sous Vide.",Non-relevant
Their vegetable and herb selection are also pretty wide while still managing to be fresh.,availability
"We didn't expect them to have fresh fennel for a fennel / apple salad, but they did.",availability
"I've stopped going to Marianos for a lot of the cheeses as most of the nice sharp cheddars, mozzarella, or gouda they keep in stock for less money.",Non-relevant
"It just doesn't make sense for me to shop anywhere else when Farmer's Pride Produce has everything we want, plus the things we don't even know we want for a reasonable price.",availability
"Lastly, this is a family owned place.",environment
"I've met the owner, his wife, and at least one of his young daughters.",environment
I'm all about supporting local businesses vs big corporate stores so the money stays in the local economy.,environment
It just happens that the quality here trounces pretty much anything within a mile or two for a massive plus.,quality
Cliff Notes: Shutup and take my money!,Non-relevant
My wife and I just moved to the neighborhood and this is the closest grocery store.,environment
"Not the most attractive place on the outside, but we decided to give it a try.",Non-relevant
What a disaster.,Non-relevant
Filthy floors (rat droppings!!) and old rotten produce.,safety
"We would have just left right then and there, but it we needed some basic things like eggs and milk and it was too cold outside to go somewhere else.",Non-relevant
All of their dairy items are way overpriced and a lot of it is expired.,safety
We won't be back.,Non-relevant
"I normally wouldn't write a review for what is essentially a bodega (not that there's anything wrong with that), but the staff here is so insanely pleasant and helpful that I often leave with a literal smile on my face.",environment
"Beyond the great customer service, they have a great selection of food and drink, and make sure to pay attention to the small refrigerator right by the door when you walk in.",availability
"They make their own salsas, and on the weekends they sell fresh homemade tamales as well.",quality
"Long story short, this place massively overdelivers on the general concept of corner store.",Non-relevant
Go here if you live in the hood.,Non-relevant
The owners/employees here are wonderful!,environment
"After only going in like twice, they told me to let them know if there was anything I'd like them to order.",Non-relevant
"They are always super friendly, and quick to serve.",environment
"Their prices might be a tiny bit higher than the regular grocery store, but certainly not by much, especially considering all the organic and high end products they offer.",quality
They always keep an eye on their produce to make sure it's fresh.,quality
"The one time a product I purchased was unsatisfactory, they accepted the return with no trouble at all.",Non-relevant
I really hope they stay in the neighborhood .,Non-relevant
Very handy to the neighborhood.,environment
"Great selection of groceries, meats, and produce.",availability
Good selection of organics.,availability
Couldn't love this place more!,Non-relevant
Excellent customer service and they have a remarkable selection.,environment
It's so well organized too.,Non-relevant
They always ask us if we found everything we needed and if we need them to order anything in.,availability
"We go so often they greet us with smiles and ""good to see you again"".",environment
It's so nice to have a place that feels familiar and small town like that.,environment
I believe this is family run too.,environment
"I also one time thought they had charged me the wrong amount, but had forgotten I had been in earlier that week and that was the amount posted to my cc.",Non-relevant
They called me back promptly and explained that they had charged me the right amount.,Non-relevant
Truly couldn't ask for a better little neighborhood market!,environment
Fell in love with this place.,Non-relevant
Great selection of meatless meats.,availability
Staff always very friendly and eager to know if you find anything you need and if you are having a great day.,environment
Vegetables are very fresh too.,quality
I am very happy this grocer is only a few mins walk from my place.,Non-relevant
I'm a huge fan of Memo's store.,Non-relevant
"Has all of the essentials at a good price, and if they don't have it, Memo offers to get it for you.",environment
It's a great little grocery store with a surprisingly extensive beer section.,Non-relevant
This place is a Godsend to the neighborhood.,environment
"Quality produce, decent selection of meat, great coffee, all the fun ethnic things that come in jars and cans (for real, it's almost shocking how they seem to always have that one ingredient you need), D'amato's bread, organic items and now they have beer and wine too!",availability
"Basically, I don't have to go to Mariano's or anywhere else unless I need a particular piece of meat, but they do have chicken and steaks (and boar's head stuff).",Non-relevant
Everyone go here so we make sure they stay in business please.,Non-relevant
I live half a block away and have come here several times now looking for a single item or two to complete a meal.,environment
They have had everything I've ever needed-- from macaroni pasta to specific produce to lime juice.,availability
"It's reasonably priced considering it's a small, independent store, and I love supporting them when I can.",environment
They also have a great selection of local beers and gluten free options.,availability
"I'm always greeted and asked if I am looking for anything specific, and on top of all that, there's free parking in their small lot.",environment
Thank you-- I'll be back again and again :) Impressed by the level of selection and low prices for a store that size.,environment
Bought fresh chicken breast for $3.50 a pound.,quality
The meat and the produce was great.,quality
Definitely easier to go here than having to go all the way out to Mariano's or Whole Foods.,Non-relevant
Great addition to the neighborhood... used to shop at the Western Ave location..,environment
Good prices and made to order butcher meat cuts and Boarshead deli meats at affordable prices ...,Non-relevant
Staff was very helpful and friendly and the price was right.,environment
They'll set you up with some cans to wear around your waist and buckets to dump the blueberries into when those are full.,Non-relevant
"A short wagon trip out to the field(they pull you to the picking zone on a golf cart with a trailer with bench seats attached to it), and then you be a pickin!",Non-relevant
"They'll even offer a bit of advice once you get out there if you're a beginner, as I was before today.",Non-relevant
"We forgot to bring our take home containers, but they were happy to provide some boxes for us to use.",Non-relevant
"They do specify that you bring your own to take home your bounty in, so don't expect this.",Non-relevant
I highly recommend Luedtke and will be right back there again next year!,Non-relevant
"I have been going to this location for about 15 years (except the one year a late frost wiped out the crops) Everyone there is nice, its clean, reasonably priced and lots of fun.",environment
They even sell blueberry muffins on site (very good) Its so nice to be out in the field picking the bigest bluest sweetest berries you ever tasted!,quality
The fresh cut watermelon was amazingly good!,quality
"Crisp, fresh, sweet - hard to find in seedless watermelon but here it was.",quality
Other stuff they sell here like snacks and drinks seemed like ordinary selection except for a few things like chocolate.,availability
"In an airport pinch you might think this is the place for an organic stop and healthy eatery but at closer look, it carries the same salads, sandwiches and chips as all the other airport places.",quality
I was disappointed.,Non-relevant
I got the chicken wrap and the hubby got the turkey Swiss sandwich.,Non-relevant
Both were past their prime and offered no relief from our hunger after a 2 hour delay.,Non-relevant
"The brownies, peppermint chocolate bark and other sweets looked amazing--and we planned to come back after the sandwiches--but we didn't since it was such a fail.",Non-relevant
I'd advise you try to something else when hanging around gate G1.,Non-relevant
"The lady, sorry, woman, working here at 9:15pm on 12/20/15 was incredibly rude and disrespectful.",environment
"I walked up and she said ""We're closed.""",Non-relevant
"I said ""Oh okay."" and before I had a chance to walk away she says ""Helloooooo. We're CLOSED.""",Non-relevant
People with this amount of contempt for strangers and potential customers should not be allowed to work in a setting requiring people skills.,environment
Going to the Evanston farmers market was the highlight of my Saturday mornings.,Non-relevant
The market is in a great space with lots of nearby parking.,environment
The fruits and vegetables all look great and taste just as hood.,quality
Usually when I go I buy peaches and peppers.,availability
There's also lots of stands for local businesses which is awesome - eating elotes while you browse through the market?,environment
Yes please!,Non-relevant
"Coming from the Dallas Farmer's Market where I once got 10 avocados for a dollar, I was prepared to be disappointed.",Non-relevant
"Happily, I wasn't.",Non-relevant
The produce was less expensive than the store and there were lots of local options.,availability
(5 bell peppers for a $1!),Non-relevant
"I'm not huge into organic, but they had it.",quality
I really just go for the produce but it would also be a nice spot to bring kids or friends and grab a bite to eat.,environment
"There's a few little prepared food spots, but they're much more expensive.",environment
"If you're on a budget, stick to the less processed stuff.",Non-relevant
Pro tip: wear sunscreen!,Non-relevant
"I thought we'd just be there a few minutes. 30 minutes later +my lack of melanin, I was burnt!",Non-relevant
"As glorious as a farmers market can be -- there's produce of all varieties, flowers galore, cupcakes, crepes, tamales, pumpkins (at least in October), free parking, and chairs and tables for sampling your purchases.",availability
"There are more than enough opportunities for impulse purchases (how I ended up with basil pickled mushrooms, I don't know) which I guess is a testament to just how much variety is here.",availability
What a Saturday morning treat to visit this large farmer's market.,Non-relevant
"It carries so many varieties of organic fruits, vegetables and flowers.",availability
Beautiful eye candy even if you don't want to partake of all of them.,Non-relevant
"They carry organic meats as well, and there is certainly ample parking.",environment
The first hurdle a farmers' market must overcome is accessibility.,Non-relevant
"You could have the freshest, most organic, orgasmic, local, life-changing produce in the galaxy, but if you're asking me to come Mon-Fri, before 7.30pm, ain't happening!",quality
How am I supposed to afford locally grown produce if I sacrifice business hours to do so?,Non-relevant
"Evanston, premier suburb that it is, doesn't force the conscientious consumer to sacrifice productivity for the sake of buying from indy farmers.",Non-relevant
Opening at 7.30a on a Sat is the way to go.,Non-relevant
"Get going on time, you're out by 8.15a.",Non-relevant
The boozy brunch places haven't even opened yet for god's sake.,Non-relevant
I have no choice but to run or workout or something non-detrimental to my health.,Non-relevant
"As far as vendors, they have Phoenix Bean, aka Jenny's, Tofu.",Non-relevant
"In all honesty, nuff said.",Non-relevant
But there's more.,Non-relevant
"They have several hot food options (amazing kale burger, organic taco place, others) to nosh on while perusing.",Non-relevant
The vendors are stocked w/ staff that knows their shit and enjoy engaging w/ the inquisitive clientele.,Non-relevant
"I'm not hard-core to the point of trying to turn arugula, rhubarb and chicory into the greatest meal ever.",availability
"I stick to poblanos and other chili peppers, maybe some onions too, that I can use to make Mexican food.",Non-relevant
"Unless you've rejected capitalism and have weekdays off (in which case all power to you), you won't find a better farmers' market.",Non-relevant
"I was enjoying the nice farmers' market selection, when a woman from the City of Evanston booth yelled from three booths over that service dogs aren't allowed.",environment
"After arguing that my dog was not actually a service dog (even though she is and I had all appropriate documentation), she responded that didn't care anyway.",environment
She kicked me out of the market.,Non-relevant
"DO NOT GO to the Evanston farmers' market, especially if you have a service dog (even if it is ADA certified).",environment
This was the worst farmer's market experience I've ever had.,Non-relevant
"I was asked to leave because I brought my dog, even though she is a service dog and I had certification on me.",Non-relevant
"Furthermore, the woman at the Evanston Township booth told me that she didn't believe that she was certified to do anything special and dogs love humans no mater what; she has no idea what my disability is and the certifications my dog has earned to support me.",Non-relevant
It was incredibly offensive and discriminatory and I will never ever be returning back to support this organization.,environment
Great place.,environment
Fresh produces.,quality
I found Organic cage free eggs.,quality
Lots of fresh greens even flowers there.,quality
I'll comeback for sure.,Non-relevant
By far one of my favorite farmers markets in the Chicagoland area.,Non-relevant
I truly feel like I can do 95% of my weekly shopping here.,Non-relevant
"Great produce, baked goods, and other prepared foods.",quality
"We always get fresh local produce, meat, eggs, juice (city press!!!), and a few other fun finds every time we visit.",quality
Then we end our market day with amazing crepes.,Non-relevant
Such a great way to spend summer mornings.,environment
"Lots of vendors, so the selection is great.",availability
The Mexican and crepe stands are where it's at.,Non-relevant
"It's a fairly large market, probably the biggest in the burbs, but parking is a challenge.",environment
This farmers market is huuuuuge!,environment
"The variety of options are amazing, some places better than others!",availability
It's more produce heavy than most I've been to which is great!,quality
There was a stall in the back that sold 10 zucchinis for $1.,Non-relevant
I must be in heaven!,Non-relevant
"Located right next to the public parking lot downtown, it's conveniently located.",environment
In case you're hungry there are a few vendors that sell ready to eat food like empanadas and salads.,Non-relevant
Good place to buy fresh produce at reasonable prices!,quality
Also great to just stroll around and admire at bustling produce lovers!,Non-relevant
Been coming forever.,Non-relevant
Wonderful way to spend an early Saturday morning.,Non-relevant
Terrific farmer's/staff.,environment
Food demos.,Non-relevant
Artwork.,environment
Ample parking.,environment
"Fresh, fast, convenient.",quality
This farmers market was great.,environment
"Lots of fresh fruits and vegetables, friendly staff.",environment
"I will definitely be back Easy to locate, super convenient garage parking if street is unavailable.",environment
Tip - first hour or two in the garage is free.,environment
"Nice mix of vendors, honey, cheese, meat, veges, fruits, eggs, herbs, baked goods, etc.",availability
The day we were there we scored some really nice asparagus.,Non-relevant
Some simple live music working for tips adds a nice touch.,environment
