Sentences,SGD_Pred,LR_Pred,TFIDF_Pred,Vote_Pred
We attend the Long Grove events for 5 dollars per person so it wouldn't be a problem for us to pay however it hits hard to the food truck business with lack of customers.,environment,environment,environment,environment
My sandwich was served HOT and Fresh.,quality,quality,quality,quality
"This sandwich is deep fried filled with Nutella, banana, and marshmallow fluff.",availability,environment,environment,environment
This sandwich was worth all the calories and other people at the event were coming up to me asking me what I was eating.,environment,environment,environment,environment
A line was forming but nothing as crazy as the food truck event which was nice.,environment,environment,environment,environment
While I was eating the Hannah Banana sandwich my husband went to purchase some veggies.,availability,environment,availability,availability
"He purchased red/green peppers for 3 for 2.00, green beans and broccoli were 2 for 5.",availability,availability,availability,availability
A total of 7 dollars for all the veggies.,environment,environment,availability,environment
Not a bad deal for the amount we got.,environment,environment,environment,environment
We'll be going back to the farmer's market soon especially with Toasty Cheese appearing here!,environment,environment,environment,environment
"I want to like this farmer's market so much because it is close to me and easy to get to, but alas, I cannot.",environment,environment,environment,environment
It's a fairly small market and it's lacking in produce stands.,environment,environment,environment,environment
I get that Farmer's Markets are also a great place to sell other specialty items but the vegetables are the main thing I'm looking for.,availability,availability,availability,availability
Some of the vegetables looked sad and wilted already and I couldn't believe the prices they were still charging for them.,environment,environment,quality,environment
"I did buy some bratwurst from a meat vendor that was there and they had some good stuff available, but again it was pricey.",availability,availability,availability,availability
I understand that vendors need to charge more for their items but spending way more than I would at grocery store for the same items is a turn-off for me.,availability,availability,availability,availability
Maybe I'm just spoiled because I used to visit farmers markets in Iowa (Iowa City and Dubuque) and both of those were quite spectacular with a wide array of options.,environment,environment,environment,environment
The best thing about this market was the fresh squeezed lemonade I bought.,quality,quality,quality,quality
Thankfully the vendor offers $2.50 lifetime refills so I can buy something when I visit again.,environment,environment,availability,environment
I'm giving this 2 stars because apparently dogs aren't allowed into the market.,environment,environment,environment,environment
Half the reason I go to farmer's markets is because it's a place where my dog and I can socialize with other pet owners.,environment,environment,environment,environment
Us pet-lovers are good people!,environment,environment,environment,environment
"If you're not bothered by the dog thing, it's a nice-sized market with tons of parking.",environment,environment,environment,environment
"This market had a good assortment of sellers, but you'd likely be able to catch them at a different farmer's market on another day.",availability,availability,environment,availability
"(I've actually seen many of the same sellers at the 2-3 markets I visit, so I'm really not making this up....)",environment,environment,environment,environment
"I probably won't be back, I have my dog in the car with me most weekends.",environment,environment,safety,environment
I wouldn't want to leave her in a hot car.....,environment,availability,availability,availability
Wow!,environment,environment,Non-relevant,environment
"I visited the BG Farmers' Market for the first time since the first season they were open this weekend, and boy was I impressed!",environment,environment,environment,environment
They have significantly grown in the number of vendors - and the produce!,quality,quality,availability,quality
All the produce!,quality,quality,quality,quality
"We decided it would be best to do a lap to see what looked best and who had the best prices, and we ended up mixing/matching veggies from various locations (I will admit, the tomatoes looked better at some locations than others) and because my main squeeze came with me, I had more cash and more hands to buy more things!",environment,environment,quality,environment
"We bought sweet corn, bell peppers and garlic from Geneva Lakes - 13 ears of sweet corn for $5.00 (or 50c a piece.",quality,quality,quality,quality
No brainer.),environment,environment,Non-relevant,environment
"This corn almost didn't even have to be cooked, it was so sweet and delicious.",quality,quality,quality,quality
"We also got some great cheese from the Cheese People, and I can't wait to go back in two weeks (no market during BG days!) to pick up more.",environment,environment,environment,environment
A loaf of ciabatta from Katic breads that was devoured with the cheese within hours of getting home.,availability,availability,availability,availability
Beets from Horchers (picked the night before!) green beans and tomatoes from Madsen Farms.,availability,availability,availability,availability
"A few steaks for dinner from Farm Fresh Foodstuffs (they were out of skirt steaks, booooo)",availability,quality,availability,availability
"HUGE portabellos and delicious creminis, as well as pickled mushrooms from River Valley Ranch.",quality,quality,availability,quality
I *think* that's everything.,environment,environment,quality,environment
"I am a bit bummed that I waited so long to check this out, but you can bet I'll be a regular from now on - as long as we're living in the area!",environment,environment,environment,environment
I've been going to this market since its debut.,environment,environment,environment,environment
"As much as I want to like this market, it's nothing more than mediocre produce and other products being sold in the middle of a parking lot.",environment,availability,environment,environment
"I went yesterday (7/14/2013) and there was only one vendor selling vegetables, which I may add were over priced and wilted.",environment,environment,environment,environment
Green beans were about $2/lb. while one cucumber was close to a dollar.,availability,availability,availability,availability
"There's a vendor who sells wonderful meats (chicken, beef and pork).",quality,quality,availability,quality
"While I love the quality of their meat, as I've purchased from them in past years, I can't convince myself to pay $25 for a whole fryer.",quality,quality,quality,quality
"If you've been exposed to coastal farmers markets you're going to see a huge difference between the quality, selection and price versus what our local little midwestern market offers.",environment,environment,environment,environment
We have less quality for twice the price.,quality,quality,quality,quality
This is a nice little farmer's market in downtown Wauconda.,environment,environment,environment,environment
"There are a variety of vendors selling fruits and vegetables, meats, canned items, candy, shaved ice, as well as crafty items.",availability,availability,availability,availability
"The market is right in the heart of the downtown shopping area, so many of the area shops have sidewalk sales as well.",environment,environment,safety,environment
The various vendor's pricing seemed to be in line and fair for what you'd expect for a farmer's market.,environment,environment,environment,environment
Today I just came home with fruits and veggies but I'm looking forward to going back on a cooler day to browse some of the other items for sale!,availability,availability,availability,availability
I've been to a number of Farmers Markets throughout Chicago and the surrounding suburbs.,environment,environment,environment,environment
"From the market in Daley Center to markets on the near west side, Lombard, Brookfield, Skokie, and now Riverside.",environment,environment,environment,environment
While parking can be questionable at some locations the regular and handicap parking here seems plentiful within the the square and the entire area has both a true small town feel and also a big local park feel with trees and flowers.,environment,environment,environment,environment
For an afternoon Farmers Market there was a full supply of vendors during each of my visits.,availability,environment,environment,environment
Many have mentioned the knife sharpening and after I had a pair of scissors sharpened I'm also a believer.,environment,environment,quality,environment
With many vendors offering multiple types of veggies and plants there is a lot to look at.,availability,availability,availability,availability
"While I didn't buy raw honey (not super processed or pasteurized so most people say it has better health benefits and and fuller flavor) here at Riverside yet, I expect to need some at the start of the next season.",environment,environment,quality,environment
There are multiple Amish vendors and I was lucky to spend a while talking to one of the Amish families about their farm and some of their core values.,environment,environment,environment,environment
I've worked directly with a few different Amish families in Illinois and Indiana and have found each to be an unique experience.,environment,environment,quality,environment
If you have time to talk to some of them or buy your veggies or baked goods from them you'll love the experience.,environment,quality,quality,quality
Some people I've spoken to treat a Farmers Market like a bartering flea market but I find the quality to be high and prices reasonable and don't think that it's appropriate to ask a farmer or baker to lower their price when they have put some high labor in to their products.,environment,environment,environment,environment
Hard work should be rewarded.,environment,environment,safety,environment
This Farmer's market is small but cute.,environment,environment,environment,environment
"There's a booth that sells wood fire pizza 12"" for 10 bucks!",environment,quality,availability,N/A
I didn't see any flower bouquets when I went in October but I did see an abundance of pumpkins and gourds.,availability,availability,availability,availability
I like that they have evening hours - open until 7:30pm.,environment,environment,quality,environment
The smoothies were great!,environment,environment,environment,environment
"Very small market, some baked goods, vegetables, etc.",environment,environment,availability,environment
"Got a strawberry rhubarb pie from Yoder bakery, mostly gel with a bit of fruit in it, not what I expected at all....",availability,availability,availability,availability
Items a bit pricy...,environment,availability,availability,availability
"Love the Riverside Farmer's Market, can't wait to get back to it this year!",environment,environment,environment,environment
My kids are always excited to see which fruits and vegetables are in season.,environment,availability,availability,availability
We LOVE the pizza and fruit smoothies too.,environment,environment,availability,environment
The eggs are amazingly fresh.,quality,quality,quality,quality
I also love the variety of vendors that participate; it is definitely worth checking out!,availability,availability,availability,availability
"My husband loves the knife sharpener, thought I should add that too!",environment,quality,quality,quality
"Unbeknownst to me, because I am, at times, rather absentminded, I dropped my phone at the market, somewhere between the tomatoes, the pickles, and the SENSATIONAL PEAR MELON.",availability,availability,availability,availability
"(Haven't cracked that baby open yet, so can't comment on the sensation.)",quality,environment,environment,environment
I still didn't know this about two hours later (see previous comment re: mind; absent) until my husband received a text regarding a phone someone found.,environment,quality,availability,N/A
"(Me: ""Phone?""",environment,environment,environment,environment
"Digging through purse...""Uh...NOPE!",environment,environment,quality,environment
"Phone done gone!"") Turns out the market manager's daughter was all tech savvy and was able to discern and contact my main peeps (or peep, as it were.)",environment,environment,environment,environment
I got my phone back right quick.,environment,environment,environment,environment
"My husband did not get the manager's name, so I hope she reads this!",environment,environment,quality,environment
Thank you and your daughter so much!,environment,environment,environment,environment
"Selection of fresh veggies and fruit, plants and flowers, fish & meat, gluten free baked goods, eggs, tasty pastries and breads, pickles and jams, pizza, fresh fruit smoothies, artisanal honey, locally made pottery, dips & salsas, and beeswax candles!",availability,availability,availability,availability
Worth checking-out on Wednesdays from 2:30pm - 7pm.,quality,quality,quality,quality
A great market.,environment,environment,environment,environment
"Intimate setting, local foods, even pizza while you wait.",environment,environment,environment,environment
Loved it.,environment,environment,environment,environment
The first week for the market was amazing.,environment,environment,environment,environment
We joined the CSA so we picked up our first box of fresh veggies and eggs.,quality,quality,availability,quality
"We also came home with gluten free pizzas cooked right there in a wood-fired oven, raw honey from a local beekeeper, a beeswax candle, a gluten free poppyseed loaf, gluten free chocolate chip cookies, and fresh fruit smoothies.",availability,availability,availability,availability
"Next week we plan to bring our knives for sharpening (and lawn mower blade), and pick up some jam, mushrooms and herbed vinegar.",availability,availability,availability,availability
Can't wait - it's going to be a great season!,environment,environment,environment,environment
Riverside's farmers' market rates high in my book.,environment,environment,environment,environment
"Why even go to Oak Park and try and find parking, we have it all right here.",environment,environment,environment,environment
Good mix of farmers vs. non farmers.,environment,environment,environment,environment
Love the homemade dog treat lady.,environment,environment,environment,environment
Really beautiful location.,quality,environment,environment,environment
Great programs every week.,environment,environment,environment,environment
We are loving the Riverside Farmer's Market this year.,environment,environment,environment,environment
I've been able to purchase almost all my fresh produce this summer at this market.,availability,availability,availability,availability
"We especially love the Amish farmer's produce - the best broccoli, beautiful little brussle sprouts, and perfect tomatoes.",availability,availability,availability,availability
I liked his tomatoes so much that I purchased a whole box and canned pasta sauce to keep this taste going through winter.,availability,availability,quality,availability
"The Raw kale chips, and toxin-free bug spray is a nice addition.",environment,environment,safety,environment
"There is enough variety to spend the evening and feed your family dinner at the market with pizza, fruit smoothies, and plenty of baked goods and hand crafted chocolates.",availability,availability,availability,availability
This has become a regular fun Wednesday afternoon stop for us.,environment,environment,safety,environment
Great location for taking a hike along the river and getting great local foods.,environment,environment,environment,environment
Farm fresh eggs are a perfect addition!,quality,quality,quality,quality
"Great, friendly vendors and surprises every week!",environment,environment,environment,environment
My only issue is that I can;t get there until 5:30 or so and sometimes it seems like some of the vendors have already left.,availability,availability,environment,availability
Well worth a visit however!,quality,quality,safety,quality
Pumpkins Galore offered fun and entertainment for the whole family!,environment,environment,environment,environment
My husband enjoyed listening to the live band while sipping on a homemade root beer.,environment,environment,availability,environment
"My 18 month old daughter loved the roller slide, ""train"" ride and soy bean pool.",environment,environment,safety,environment
It was a busy Sunday afternoon but we never had to wait in line for more than a couple minutes and there were tons of activates going on.,environment,environment,environment,environment
We went the weekend before Halloween so all the pumpkins had been picked so be sure to go early if you want to pick your own.,environment,availability,availability,availability
This place was okay.,environment,environment,environment,environment
I went on a trip with my kids school.,environment,environment,environment,environment
They have a couple swing sets.,environment,environment,environment,environment
A plastic playground for toddlers that's pretty outdated.,environment,environment,quality,environment
They have a huge sand box and a pool filled with corn.,quality,quality,quality,quality
There were chickens and you can feed goats.,quality,quality,safety,quality
That also have a hay ride.,environment,environment,quality,environment
"I would recommend this place for very early aged kids, not for bigger kids.",environment,environment,environment,environment
"The store they have sells honey, jam, bread and stuff like that.",availability,availability,availability,availability
I think I saw some decorating things to buy.,environment,quality,safety,N/A
They also have a couple dogs and cats running around just an FYI!,environment,environment,environment,environment
So much to do here with your family.,environment,environment,environment,environment
Many of the activities are free of charge and they do not charge admission like some of the big name pumpkin patches.,environment,environment,environment,environment
The food is sooo good.,quality,quality,quality,quality
Come hungry.,environment,environment,quality,environment
Try the fried pickles or deep fried Oreos.,quality,quality,availability,quality
They also sell some great homemade canned items.,availability,availability,availability,availability
I love their jams.,availability,environment,availability,availability
Shooting the pumpkins out of the cannon is a must.,availability,availability,availability,availability
Weekends they have live music that is wonderful.,environment,environment,environment,environment
You can tell there is a great market manager behind a great market like this.,environment,environment,environment,environment
"If you see her, say hi and tell her what a good job she does to make it a great place to go on Sundays.",environment,environment,environment,environment
Her name is Pat and she is super tall and always active about the mkt.,environment,environment,environment,environment
Just ask a vendor to point her out.,environment,environment,availability,environment
Opening day!,quality,quality,quality,quality
Going to find out about their link matching program.,environment,environment,availability,environment
I just adore this market so close in my neighborhood!,environment,environment,environment,environment
Well organized.,environment,environment,safety,environment
Great selection.,availability,availability,availability,availability
Terrific people.,environment,environment,environment,environment
"Here are the dates for 2014 - June 8, & June 22 : July 13, & July 27 : Aug. 10, & Aug. 24 : Sept. 14, & Sept. 28 : Oct. 12, & Oct. 26 : Belly Dance Show at 11:45am on 6/8 * 9/14 by Arabesque Dance & Fitness!",environment,environment,environment,environment
The Independence Park Farmers' Market is awesome.,environment,environment,environment,environment
"Lots of organic produce to choose from, a local grass-fed beef farm that also offers organic chicken and great pork and lamb products, a Wisconsin organic farm offering a variety of salsas and jam, and homemade soaps!",quality,quality,quality,quality
"Just wish there was even more to choose from, but it's a great place to support local growers!",environment,environment,environment,environment
Pretty good farmers market.,environment,environment,environment,environment
They have all the fresh fruits and vegetables that you would expect.,availability,availability,availability,availability
"I bought olives, cornichons, and sundried tomatoes.",availability,availability,availability,availability
Bought some puffed tofu.,environment,quality,quality,quality
Bought a deer antler for my dog.,environment,environment,environment,environment
Had a tamale and iced coffee with coffee ice cubes (awesome).,availability,availability,availability,availability
"Everything seemed a little pricy compared to other farmers markets I've been to, which is the only reason I give them 3 stars instead of 4.",environment,environment,environment,environment
"Lovely farmers market with great vendors friendly people, kids and dogs, Coffee, crepes, tamales, fruits, vegetables, pasta, honey, and much more.",environment,environment,environment,environment
"Kids craft table, blue grass jam, always something to enjoy.",availability,availability,availability,availability
Definitely a step up from the farmer's market I usually frequent in North Center at Damen and Lincoln.,environment,environment,environment,environment
There were quite a few vendors selling everything from dog treats to cheese to produce to meats.,availability,availability,availability,availability
I really enjoyed walking through the market.,environment,environment,environment,environment
"I noticed there was a little craft center set up for children, which I thought was neat.",environment,environment,environment,environment
"They were making beaded necklaces, it appeared.",environment,environment,quality,environment
"We ended up getting some of my favorite farmer's market cheese (apricot brie), a jar of hot habanero jelly from Katydids (which was the reason we went to the market in the first place), and a frozen pack of bangers for my husband.",environment,environment,environment,environment
We did have trouble parking though.,environment,environment,environment,environment
"A lot of the side streets around the park are no parking zones, and the two lots belonging to the park were full.",environment,environment,environment,environment
"Also, though there was great variety in goods offered, there was usually only one booth selling a certain item - so one booth selling cheese, one booth selling jelly.",availability,availability,availability,availability
I would have liked to see more of a mix in the vendors.,availability,environment,availability,availability
Still a solid choice for a farmer's market on the north side.,environment,environment,environment,environment
Obviously a little late in the year but whatever.,environment,environment,environment,environment
This farmer's market was a little slice of happiness every other weekend this summer.,environment,environment,environment,environment
"Yes, it's on the small side, but for a neighborhood market, it was pretty perfect.",environment,environment,environment,environment
"The park itself is a lovely venue and the layout of the market keeps everything spaced to the point that even with a crowd, it never feels too crowded.",environment,environment,environment,environment
"The vendors represent a decent assortment of fresh veggies, local baked goods, soaps, tea, etc.",availability,availability,availability,availability
Oh!,environment,environment,environment,environment
And the olive stand was a definite stand out!,environment,environment,availability,environment
"I may have also felt like a mushroom pimp for River Valley Ranch a time or two, but that's ok.",environment,environment,quality,environment
This was a bright spot on my Sunday and I can't wait for next year.,environment,environment,environment,environment
This is truly the epitome of what I feel a neighborhood market should be!,environment,environment,environment,environment
"Yes, this event keeps getting better every year.",environment,environment,safety,environment
The Plapp Family organic flours and frozen meats are a standout.,quality,quality,quality,quality
Fruit tarts (sold by a nun in an actual habit?!) are delicious; organic salsa is another favorite.,quality,quality,quality,quality
Area musicians have made this an interesting folk music venue worth taking a look.,environment,environment,environment,environment
"Some are businesses have made it into the mix, including belly dancing, yoga, knife-sharpening & the Urban Worm Girl.",environment,environment,environment,environment
As a neighborhood guy it's always a pleasant place to encounter neighbors and get stocked-up on fresh veggies and fruit for the week.,environment,environment,quality,environment
Ignore any reviews on this market from before the summer of 2009 -- this is truly an event that has come into its own recently.,environment,environment,environment,environment
"There's an excellent selection of produce, baked goods, even organic meats and ice cream.",availability,availability,availability,availability
"I highly recommend the sharpening and watch guy - I was leery of handing off my Wusthof to a guy in a tent, but he did an excellent job.",environment,environment,quality,environment
"And you can't beat the vibe - the playground is packed, there's usually a string band, and you can get a smoothie and watch a softball game.",environment,environment,environment,environment
And did I mention indoor bathrooms in the field house.,environment,environment,safety,environment
God Bless Independence Park.,environment,environment,environment,environment
Dates for 2010 (alternates with the one in Portgage Park):,environment,environment,environment,environment
"Jun 13, 2010 : Jun 27, 2010 : Jul 11, 2010 : Jul 25, 2010 : Aug 8, 2010 Aug 22, 2010 : Sep 12, 2010 : Sep 26, 2010 : Oct 10, 2010 Forget Green City and Logan Square markets --Check out Independence Park Market instead!",environment,environment,environment,environment
"Since last year, the market has gotten bigger and better!",environment,environment,environment,environment
"There are a ton of vendors to shop at: Jeanette's Patisserie, Ruth & Phil's Gourmet Ice Cream, and other stands including handmade pasta, Nun's bakery that feeds the homeless, Sweet corn etc etc.",availability,availability,availability,availability
As well as free music!,environment,environment,safety,environment
The park is so beautiful and serene and well-kept too!,environment,environment,environment,environment
It's a joy to shop here!,environment,environment,safety,environment
"Here are the dates for 2009Dates: Jun 14, 2009 : Jun 28, 2009 : Jul 12, 2009 : Jul 26, 2009 : Aug 9, 2009 Aug 23, 2009 : Sep 13, 2009 : Sep 27, 2009 : Oct 11, 2009",environment,environment,environment,environment
"Hours: 9 am - 1 pm I'm not sure when One Sister, Inc. started coming with her pirogi, but they are awesome.",environment,environment,quality,environment
My wife and I get the waffles or tamales every time for brunch (depending on if we're in the mood for sweet or savory).,environment,quality,quality,quality
"It may be small, but it used to be even smaller, and it only seems to be growing now.",environment,environment,environment,environment
"The more people that continue to come, the more vendors will come, too.",environment,environment,environment,environment
It only makes sense.,environment,environment,quality,environment
"Sure, you can't get everything you need there, but you can get a lot of diverse foods and support local growers and suppliers!",environment,environment,environment,environment
Plenty of street parking on Hamlin and down on Byron too!,environment,environment,environment,environment
This farmer's market seemed even smaller than Logan Square's.,environment,environment,environment,environment
"We arrived around 12:30pm, and there were hardly any booths.",environment,environment,environment,environment
"Maybe some vendors had already packed up, but I would have liked to see more produce.",availability,availability,availability,availability
"There were other stands with baked goods, kettle corn, candles, etc.",availability,availability,availability,availability
Non-vegans might like the gourmet doughnut stand.,environment,environment,availability,environment
One of last week's flavours was maple bacon.,environment,environment,quality,environment
My children woke me up at 8:40 a.m. this past Sunday morning to attend the first Independence Park Farmer's Market of the season.,environment,environment,environment,environment
"The market, which opens at 9 a.m. and runs until approximately 1 p.m., is a huge hit with my three children.",environment,environment,environment,environment
"I like it, too, and have been pleased to see it grow from one actual farmer and three products' vendors clustered on the sidewalk in 2007 (2006?) to the moderately sized market it is in 2011.",environment,environment,environment,environment
"For my fellow farmers' market fans, I would say that the Independence Park Farmers' Market compares in size to those found on Tuesday mornings in Lincoln Square or in front of the MCA/Seneca Park.",environment,environment,environment,environment
"The elements are similar and, in some cases, the vendors are the same: Delightful Pastries, Marilyn's Pies and the Knife Sharpening by Dave are regulars to the Independence Park Farmers' Market.",environment,environment,environment,environment
"I am hopeful that the Wisconsin organics farm returns for a second year at Independence Park, although there are several farmers from the south suburbs and Berrien County, Michigan that bring some lovely fruit and vegetables.",environment,availability,environment,environment
"Although I didn't buy any of the flowers, the 60618 fresh-cut flower vendor had some gorgeous, locally grown stuff.",availability,quality,availability,availability
"One of these days, I am going to get a worm bin from the Urban Worm Girl.",environment,environment,environment,environment
"Otherwise, our family's must-visits outside of the farmers include Stivers Coffee, pain au chocolat from the French nun, Delightful Pastries and yummy soap from Big City Suds.",environment,environment,availability,environment
This has become the Sunday morning destination for the West Walker/Independence Park/Old Irving Park set.,environment,environment,environment,environment
The playground is crowded with parents and toddlers while older kids go zipping around the track on bikes and scooters.,environment,environment,environment,environment
Even the tacit tension between neighborhood DINKs and parents is at bay during the Independence Park Farmers' Market.,environment,environment,environment,environment
"This is our first summer in the neighborhood, and I am really glad this farmers market is a community resource.",environment,environment,environment,environment
"Fair selection of produce, but this farmers market has a lot of baked goods, cheeses, organic doggie treats, fresh noodles, organic meats and even ice cream and crepes!",availability,availability,availability,availability
"Today there was a group of belly dancers performing, a string band and free yoga classes.",environment,environment,environment,environment
"I love taking our dog here and chatting with neighborhood folks, everyone is really friendly.",environment,environment,environment,environment
"In the future, I'd like to see even more produce offerings for a higher rating on my end, but to me, this farmers market is ""A-OK"" as is.",environment,availability,environment,environment
:) This farmers market keeps on getting better and better.,environment,environment,environment,environment
Last year it was quite small and we opted for the larger Logan Square market instead even though we live in the neighborhood.,environment,environment,environment,environment
This year this market is twice as big and the selection 10 times better.,availability,availability,environment,availability
Logan Square is getting really crowded lately and we're trying to go to the Independence Park market more and more.,environment,environment,environment,environment
"The produce is fab and there are some great unique vendors - like the coffee stand, waffle booth, and the knife sharpener (!)",availability,availability,availability,availability
I'm very happy that the market is much improved this year with more vendors and better produce!,availability,availability,availability,availability
I skipped last year's market because I was disappointed by the lack of farmers.,environment,environment,environment,environment
But I won't miss it this year.,environment,environment,availability,environment
"At our last visit we had our knives sharpened, picked up some yummy sunflower/rye bread, delicious berries, bok choy, ramps, broccoli and asparagus from a sustainable farmer.",quality,quality,quality,quality
YUM!,quality,quality,availability,quality
A beautiful setting in a charming and historic park.,environment,environment,environment,environment
There is nothing that makes me happier than having a Farmers Market about 100 yards from my front door.,environment,environment,environment,environment
"I recently moved to Printer's Row and when I found out that this was part of the deal every Saturday, I was over the moon.",environment,environment,environment,environment
"Although this is not a huge Farmers Market, it still meets all your needs.",environment,environment,environment,environment
"There are about 4-5 produce tables, 1 for flowers, 1 for cheese, 2 bakeries, and 1 for dog treats (which is kind of random but I am also not a pooch owner so I'm not their target audience and the rest of my neighbors love it).",environment,availability,quality,N/A
All of the farmers are so incredibly nice and always give me helpful tips on how to keep everything fresh and delicious.,quality,quality,quality,quality
The only bad side?,quality,quality,quality,quality
It is only open for a few months of the year and I am dreading the first Saturday I wake up and there are no farmers to go visit and I have to start giving more of my money to grocery stores.,environment,environment,environment,environment
"Love, love, love it!!",environment,environment,environment,environment
I wish this market was a little larger and had more variety.,availability,availability,environment,availability
"In addition, the veggies are not organic which is a disappointment.",quality,quality,quality,quality
"While I'm all for supporting local farmers, I don't think the prices are that great for non-organic produce.",environment,environment,environment,environment
Nonetheless it ads charm to the neighborhood.,environment,environment,environment,environment
"I like the park, because I live few blocks away from it.",environment,environment,environment,environment
"But when I realized that on the week-end there's also a farmers market there, I was really happy.",environment,environment,environment,environment
"We don't have a lot of grocery stores around our building: it takes around 15 minutes to go to Jewel or Whole Foods, and it's usually hard to do it with the crib, when the weather is way too hot.",environment,environment,environment,environment
And this farmers market just saves my time.,environment,environment,environment,environment
"On the way to our playground in Roosevelt park I buy some fresh fruits and vegetables - not very expensive, by the way.",environment,environment,availability,environment
"The farmers market in Printer's Row is small, but good.",environment,environment,environment,environment
The vendors are all really friendly and the produce is great.,environment,environment,environment,environment
"Plus, the market is in a cute little park right in the heart of Printer's Row with plenty of spaces to sit and relax to the soothing sounds of the fountain.",environment,environment,environment,environment
I know I'm in the minority 'round these parts but I actually prefer the Villa Park French Market (not sure why it says Farmers here) over Lombard's slightly bigger market held on Saturdays.,environment,environment,environment,environment
"Slightly less variety, sure, but a lot less hipsters and snooty upper middle-class types with way more charm and live music!",environment,environment,environment,environment
"The selection is best if you go in the early morning around 8:30 or 9am but if you go later - usually after 11:30 - they start discounting off items or offering buy one, get one free in order to sell off all items before the market ends.",availability,availability,availability,availability
"In my experience, almost everything that Hahn's Bakery tends to sell (usually, as mentioned, B1G1 later in the morning) freezes beautifully so it makes it easy to stock up on freshly baked breads and muffins.",environment,availability,availability,availability
There is another vendor from Michigan that always has the best apples in several varieties including the much revered Honeycrisp later in the season.,availability,availability,availability,availability
It is located right off the Prairie Path at Ardmore and Park and there are several bike racks nearby and parking is available at the lot across the street.,environment,environment,environment,environment
"The market is also dog-friendly and there are usually several leashed pups walking around at any given time so if you're allergic or (GASP!) just not a fan, keep that in mind.",environment,environment,environment,environment
CLOSED.,environment,environment,environment,environment
Went there this morning and no one was there.,environment,environment,environment,environment
"No signage, no vendors - nothing.",availability,environment,availability,availability
Checked their website when I got back home and found this posted...,availability,availability,environment,availability
"""Due to a lack of vendor interest, the French Market is canceled until further notice.* This Farmer's Market is TINY, but has the important staples the folks visit farmer's market for.",environment,environment,environment,environment
Every Sunday 8am to 1pm from April to October you can visit this small little market.,environment,environment,environment,environment
It's right off the Prairie Path so it's a nice stop before or after a morning workout or walk along the Path.,environment,environment,environment,environment
The vendors are friendly and chatty; I've never met a surly vendor here.,environment,environment,environment,environment
"They vendors are usually from Illinois, Wisconsin or Michigan.",environment,environment,availability,environment
"As I mentioned, it has the staples--Sweet Corn (Mirai corn, the BEST sweet corn I have ever tasted), berries, veggies (whatever is in season), fresh bread, pretty flowers, antiobiotic/hormone free meat, cheeses, pickles, salsa, doggie treats.",quality,quality,availability,quality
It's a nice little stop during Farmers Market season.,environment,environment,environment,environment
Lovely little market.,environment,environment,environment,environment
The only reason it gets 4 stars instead of 5 is that it is just that - little.,environment,environment,environment,environment
"However, since it is smaller than others (Wheaton), it's not nearly as overwhelming and crowded.",environment,environment,environment,environment
The merchants who are there are very kind and friendly.,environment,environment,safety,environment
"They'll give you baking ideas, storage tips, and just in general provide great customer service.",environment,environment,environment,environment
"There's live music and you can find local fruits, veggies, crafts, honey, bread, fresh drinks, etc.",availability,availability,availability,availability
It's also open to dogs and right along the prairie path so it's easy to reach by walking.,environment,environment,environment,environment
I love this place.,environment,environment,environment,environment
It's one of the best things about Naperville.,environment,quality,quality,quality
"I buy all my vegetables here, and take a big bag to work to make salad at lunch.",quality,quality,quality,quality
I can't even count the number of times people will comment on how delicious it smells--salad! --because everything is fresh and at its peak.,quality,quality,quality,quality
One person asked me why I don't get tired of it every day.,environment,environment,quality,environment
"But when produce is this fresh, you crave it.",quality,quality,quality,quality
The tomatoes are the high point of the season for me.,availability,availability,availability,availability
"Juicy, silky, sweet-- I look forward to them all year.",quality,quality,quality,quality
"Last night I had a chopped tomato over burrata with fresh basil, olive oil, salt and pepper-- heaven.",availability,availability,availability,availability
Mayneland is a treasure and I hope the community supports it to the fullest.,environment,environment,environment,environment
I grow many things but my garden space isn't big enough to grow all of the things I want.,environment,quality,quality,quality
So I both garden and use a business worthy of my money.,environment,environment,environment,environment
Mayneland has been in business for generations.,environment,environment,environment,environment
A small local business who gives so much to the community.,environment,environment,environment,environment
Their produce is minimally treated and picked fresh and ripe every day.,quality,quality,quality,quality
"It's not picked ""under ripened"" and then driven across America in a gas guzzling semi.",quality,environment,quality,quality
"And best of all, they donate the unsold produce at the end of each business day to ""Loaves and Fishes""!",environment,quality,quality,quality
Why wouldn't you want to support a local business who does so much for our community?,environment,environment,environment,environment
Bring cash or check.,environment,environment,environment,environment
"Actually, just bring your checkbook; you might see all of the produce and not want to have to keep it below your cash on hand.",environment,environment,quality,environment
I am making vegetable soup tonight and every vegetable was still growing as of this morning!,quality,quality,quality,quality
"Knowing that brings a whole added level to the words ""comfort food"".",environment,environment,quality,environment
OMG!,environment,environment,environment,environment
Where have you been all my life!,environment,environment,safety,environment
My husband stopped on his way home from work and picked up strawberries and asparagus.,availability,availability,safety,availability
I haven't eaten strawberries in years because the ones at the stores just have no flavor.,availability,availability,quality,availability
These actually taste like strawberries!!!!,quality,quality,quality,quality
Ate them all in a day.,environment,environment,quality,environment
Will be going back to get more.,environment,environment,safety,environment
And the asparagus was huge!,availability,availability,availability,availability
And delicious as well!,quality,quality,safety,quality
You have to go!!,environment,environment,environment,environment
We will never go back to the stores again!,environment,environment,safety,environment
